,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Juan Pablo Montoya,Williams BMW,49,1:11.473,217.038
6,2,Kimi Räikkönen,McLaren Mercedes,52,1:11.562,216.768
2,3,Rubens Barrichello,Ferrari,22,1:11.672,216.435
1,4,Michael Schumacher,Ferrari,49,1:11.763,216.161
4,5,Ralf Schumacher,Williams BMW,23,1:11.764,216.158
11,6,Giancarlo Fisichella,Sauber Petronas,69,1:11.877,215.818
10,7,Takuma Sato,BAR Honda,51,1:11.941,215.626
12,8,Felipe Massa,Sauber Petronas,68,1:12.066,215.252
8,9,Fernando Alonso,Renault,42,1:12.118,215.097
7,10,Jacques Villeneuve,Renault,68,1:12.210,214.823
16,11,Jarno Trulli,Toyota,65,1:12.435,214.156
5,12,David Coulthard,McLaren Mercedes,40,1:12.522,213.899
15,13,Christian Klien,Jaguar Cosworth,49,1:12.891,212.816
17,14,Ricardo Zonta,Toyota,69,1:12.961,212.612
14,15,Mark Webber,Jaguar Cosworth,20,1:13.197,211.926
19,16,Timo Glock,Jordan Ford,68,1:13.905,209.896
21,17,Zsolt Baumgartner,Minardi Cosworth,45,1:14.743,207.543
20,18,Gianmaria Bruni,Minardi Cosworth,50,1:14.756,207.507
18,19,Nick Heidfeld,Jordan Ford,11,1:15.855,204.500
9,20,Jenson Button,BAR Honda,2,1:24.440,183.709
