,Position,Driver,Car,Time,Laps
2,1,Rubens Barrichello,Ferrari,1:10.646,6
3,2,Juan Pablo Montoya,Williams BMW,1:10.850,6
6,3,Kimi Räikkönen,McLaren Mercedes,1:10.892,6
12,4,Felipe Massa,Sauber Petronas,1:10.922,6
9,5,Jenson Button,BAR Honda,1:11.092,6
10,6,Takuma Sato,BAR Honda,1:11.120,6
4,7,Ralf Schumacher,Williams BMW,1:11.131,6
1,8,Michael Schumacher,Ferrari,1:11.386,6
8,9,Fernando Alonso,Renault,1:11.454,6
16,10,Jarno Trulli,Toyota,1:11.483,6
11,11,Giancarlo Fisichella,Sauber Petronas,1:11.571,6
14,12,Mark Webber,Jaguar Cosworth,1:11.665,6
5,13,David Coulthard,McLaren Mercedes,1:11.750,6
7,14,Jacques Villeneuve,Renault,1:11.836,6
17,15,Ricardo Zonta,Toyota,1:11.974,6
15,16,Christian Klien,Jaguar Cosworth,1:12.211,6
18,17,Nick Heidfeld,Jordan Ford,1:12.829,6
19,18,Timo Glock,Jordan Ford,1:13.502,6
21,19,Zsolt Baumgartner,Minardi Cosworth,1:13.550,6
20,20,Gianmaria Bruni,Minardi Cosworth,1:12.916,3
