,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,40,1:21.219,194.186
10,2,Juan Pablo Montoya,McLaren Mercedes,20,1:21.237,194.143
1,3,Michael Schumacher,Ferrari,13,1:21.476,193.573
16,4,Jarno Trulli,Toyota,32,1:21.842,192.707
17,5,Ralf Schumacher,Toyota,13,1:21.873,192.634
8,6,Nick Heidfeld,Williams BMW,53,1:22.053,192.212
4,7,Takuma Sato,BAR Honda,45,1:22.399,191.405
3,8,Jenson Button,BAR Honda,70,1:22.406,191.388
7,9,Mark Webber,Williams BMW,47,1:22.453,191.279
6,10,Giancarlo Fisichella,Renault,19,1:22.506,191.157
2,11,Rubens Barrichello,Ferrari,20,1:22.768,190.551
5,12,Fernando Alonso,Renault,51,1:22.884,190.285
12,13,Felipe Massa,Sauber Petronas,22,1:23.048,189.909
11,14,Jacques Villeneuve,Sauber Petronas,23,1:23.118,189.749
19,15,Narain Karthikeyan,Jordan Toyota,17,1:24.446,186.765
18,16,Tiago Monteiro,Jordan Toyota,15,1:24.774,186.042
20,17,Robert Doornbos,Minardi Cosworth,16,1:25.646,184.148
21,18,Christijan Albers,Minardi Cosworth,8,1:25.956,183.484
