,Position,Driver,Car,Laps,Time,Points
9,1,Kimi Räikkönen,McLaren Mercedes,70,1:37:25.552,10
1,2,Michael Schumacher,Ferrari,70,+35.581s,8
17,3,Ralf Schumacher,Toyota,70,+36.129s,6
16,4,Jarno Trulli,Toyota,70,+54.221s,5
3,5,Jenson Button,BAR Honda,70,+58.832s,4
8,6,Nick Heidfeld,Williams BMW,70,+68.375s,3
7,7,Mark Webber,Williams BMW,69,+1 lap,2
4,8,Takuma Sato,BAR Honda,69,+1 lap,1
6,9,Giancarlo Fisichella,Renault,69,+1 lap,0
2,10,Rubens Barrichello,Ferrari,69,+1 lap,0
5,11,Fernando Alonso,Renault,69,+1 lap,0
19,12,Narain Karthikeyan,Jordan Toyota,67,+3 laps,0
18,13,Tiago Monteiro,Jordan Toyota,66,+4 laps,0
12,14,Felipe Massa,Sauber Petronas,63,+7 laps,0
21,NC,Christijan Albers,Minardi Cosworth,59,+11 laps,0
11,NC,Jacques Villeneuve,Sauber Petronas,56,DNF,0
10,NC,Juan Pablo Montoya,McLaren Mercedes,41,DNF,0
20,NC,Robert Doornbos,Minardi Cosworth,26,DNF,0
15,NC,Christian Klien,RBR Cosworth,0,DNF,0
14,NC,David Coulthard,RBR Cosworth,0,DNF,0
