,Position,Driver,Car,Time
14,1,Mark Webber,RBR Renault,1:32.230
23,2,Rubens Barrichello,Brawn Mercedes,1:32.357
22,3,Jenson Button,Brawn Mercedes,1:32.473
15,4,Sebastian Vettel,RBR Renault,1:32.480
1,5,Lewis Hamilton,McLaren Mercedes,1:32.616
2,6,Heikki Kovalainen,McLaren Mercedes,1:33.859
20,7,Adrian Sutil,Force India Mercedes,1:34.316
3,8,Felipe Massa,Ferrari,1:34.574
4,9,Kimi Räikkönen,Ferrari,1:34.710
8,10,Nelson Piquet,Renault,1:34.803
6,11,Nick Heidfeld,Sauber BMW,1:42.310
7,12,Fernando Alonso,Renault,1:42.318
17,13,Kazuki Nakajima,Williams Toyota,1:42.500
9,14,Jarno Trulli,Toyota,1:42.771
16,15,Nico Rosberg,Williams Toyota,1:42.859
5,16,Robert Kubica,Sauber BMW,1:32.190
12,17,Sebastien Buemi,STR Ferrari,1:32.251
21,18,Giancarlo Fisichella,Force India Mercedes,1:32.402
10,19,Timo Glock,Toyota,1:32.423
11,20,Sebastien Bourdais,STR Ferrari,1:33.559
