,Position,Driver,Car,Laps,Time,Points
14,1,Bill  Vukovich ,Kurtis Kraft Offenhauser,200,3:53:01.690,9
16,2,Art Cross,Kurtis Kraft Offenhauser,200,+210.872s,6
3,3,Duane Carter,Kurtis Kraft Offenhauser,200,OK,2
59,4,Paul Russo,Kurtis Kraft Offenhauser,200,OK,1.5
5,5,Jack McGrath,Kurtis Kraft Offenhauser,200,OK,2
48,6,Jimmy  Daywalt,Kurtis Kraft Offenhauser,200,OK,0
2,7,Eddie Johnson,Kurtis Kraft Offenhauser,200,OK,0
12,8,Ernie McCoy,Stevens Offenhauser,200,OK,0
98,9,Gene Hartley,Kuzma Offenhauser,196,DNF,0
53,10,Jimmy Davies,Kurtis Kraft Offenhauser,193,+7 laps,0
9,11,Duke Nalon,Kurtis Kraft Novi,191,DNF,0
73,12,Bob Scott,Kurtis Kraft Offenhauser,190,+10 laps,0
88,13,Manny Ayulo,Kuzma Offenhauser,184,DNF,0
8,14,Jimmy Bryan,Schroeder Offenhauser,183,+17 laps,0
49,15,Jim Rathmann,Kurtis Kraft Offenhauser,177,DNF,0
92,16,Duke Dinsmore,Kurtis Kraft Offenhauser,,SHC,0
23,17,Johnny Mantz,Kurtis Kraft Offenhauser,176,+24 laps,0
22,18,Marshall  Teague,Kurtis Kraft Offenhauser,169,DNF,0
62,19,Jackie Holmes,Kurtis Kraft Offenhauser,166,DNF,0
51,20,Bob Sweikert,Kuzma Offenhauser,151,DNF,0
83,21,Mike Nazaruk,Turner Offenhauser,146,DNF,0
77,22,Pat Flaherty,Kurtis Kraft Offenhauser,115,DNF,0
55,23,Andy Linden,Kurtis Kraft Offenhauser,107,DNF,0
4,24,Duane Carter,Lesovsky Offenhauser,94,DNF,0
7,25,Paul Russo,Kurtis Kraft Offenhauser,89,DNF,0
21,26,Johnnie  Parsons,Kurtis Kraft Offenhauser,86,DNF,0
38,27,Don  Freeland,Watson Offenhauser,76,DNF,0
41,28,Gene Hartley,Kurtis Kraft Offenhauser,53,DNF,0
97,29,Chuck  Stevenson,Kuzma Offenhauser,42,DNF,0
99,30,Cal  Niday,Kurtis Kraft Offenhauser,30,DNF,0
29,31,Bob Scott,Bromme Offenhauser,14,DNF,0
56,32,Johnny Thomson,Del Roy Offenhauser,6,DNF,0
32,33,Andy Linden,Stevens Offenhauser,3,DNF,0
