,Position,Driver,Car,Time
14,1,Bill  Vukovich ,Kurtis Kraft Offenhauser,4:20.130
59,2,Fred Agabashian,Kurtis Kraft Offenhauser,4:21.730
5,3,Jack McGrath,Kurtis Kraft Offenhauser,4:23.540
88,4,Manny Ayulo,Kuzma Offenhauser,4:23.960
32,5,Andy Linden,Stevens Offenhauser,4:24.590
98,6,Tony  Bettenhausen,Kuzma Offenhauser,4:24.660
55,7,Jerry  Hoyt,Kurtis Kraft Offenhauser,4:25.230
21,8,Johnnie  Parsons,Kurtis Kraft Offenhauser,4:21.500
3,9,Sam Hanks,Kurtis Kraft Offenhauser,4:21.760
92,10,Rodger Ward,Kurtis Kraft Offenhauser,4:21.880
29,11,Bob Scott,Bromme Offenhauser,4:21.950
16,12,Art Cross,Kurtis Kraft Offenhauser,4:22.180
41,13,Gene Hartley,Kurtis Kraft Offenhauser,4:22.270
23,14,Walt  Faulkner,Kurtis Kraft Offenhauser,4:22.550
38,15,Don  Freeland,Watson Offenhauser,4:23.030
97,16,Chuck  Stevenson,Kuzma Offenhauser,4:23.620
7,17,Paul Russo,Kurtis Kraft Offenhauser,4:24.280
62,18,Spider Webb,Kurtis Kraft Offenhauser,4:24.380
73,19,Carl Scarborough,Kurtis Kraft Offenhauser,4:24.830
12,20,Ernie McCoy,Stevens Offenhauser,4:24.850
48,21,Jimmy  Daywalt,Kurtis Kraft Offenhauser,4:25.200
22,22,Marshall  Teague,Kurtis Kraft Offenhauser,4:25.250
83,23,Mike Nazaruk,Kurtis Kraft Offenhauser,4:25.280
77,24,Pat Flaherty,Kuzma Offenhauser,4:25.350
2,25,Jim Rathmann,Kurtis Kraft Offenhauser,4:25.360
9,26,Duke Nalon,Kurtis Kraft Novi,4:25.760
4,27,Duane Carter,Kurtis Kraft Offenhauser,4:26.140
49,28,Bill Holland,Kurtis Kraft Offenhauser,4:21.120
51,29,Bob Sweikert,Kuzma Offenhauser,4:23.020
99,30,Cal  Niday,Kurtis Kraft Offenhauser,4:24.520
8,31,Jimmy Bryan,Schroeder Offenhauser,4:25.670
53,32,Jimmy Davies,Kurtis Kraft Offenhauser,4:26.070
56,33,Johnny Thomson,Del Roy Offenhauser,4:26.150
