,Position,Driver,Car,Time
20,1,Jim Clark,Lotus Climax,1:40.350
14,2,Graham Hill,BRM,1:40.380
12,3,Richie Ginther,BRM,1:41.100
28,4,Bruce McLaren,Cooper Climax,1:41.800
40,5,Innes Ireland,Lotus BRM,1:41.800
38,6,Masten Gregory,Lotus BRM,1:41.900
16,7,Dan Gurney,Porsche,1:41.900
46,8,John Surtees,Lola Climax,1:42.400
18,9,Jo Bonnier,Porsche,1:42.600
8,10,Willy Mairesse,Ferrari,1:42.800
4,11,Ricardo  Rodriguez ,Ferrari,1:43.100
30,12,Tony Maggs,Cooper Climax,1:43.200
44,13,Roy Salvadori,Lola Climax,1:43.300
24,14,Nino Vaccarella,Lotus Climax,1:43.400
10,15,Phil Hill,Ferrari,1:43.400
22,16,Trevor  Taylor ,Lotus Climax,1:44.200
6,17,Lorenzo Bandini,Ferrari,1:44.300
2,18,Giancarlo Baghetti,Ferrari,1:44.400
36,19,Maurice  Trintignant,Lotus Climax,1:44.400
32,20,Carel Godin de Beaufort ,Porsche,1:46.800
48,21,Tony  Settember ,Lotus Climax,1:49.100
