,Position,Driver,Car,Time
8,1,Pat Flaherty,Kurtis Kraft Offenhauser,4:07.260
24,2,Jim Rathmann,Kurtis Kraft Offenhauser,4:08.700
7,3,Pat  O'Connor,Kurtis Kraft Offenhauser,4:08.310
73,4,Dick Rathmann,Kurtis Kraft Offenhauser,4:08.720
99,5,Tony  Bettenhausen,Kurtis Kraft Offenhauser,4:08.960
98,6,Johnnie  Parsons,Kuzma Offenhauser,4:09.750
42,7,Fred Agabashian,Kurtis Kraft Offenhauser,4:09.880
29,8,Paul Russo,Kurtis Kraft Novi,4:10.790
5,9,Andy Linden,Kurtis Kraft Offenhauser,4:11.650
1,10,Bob Sweikert,Kuzma Offenhauser,4:11.690
53,11,Troy Ruttman,Kurtis Kraft Offenhauser,4:12.660
15,12,Johnny  Boyd,Kurtis Kraft Offenhauser,4:12.920
4,13,Sam Hanks,Kurtis Kraft Offenhauser,4:13.430
10,14,Ed  Elisian,Kurtis Kraft Offenhauser,4:14.630
19,15,Rodger Ward,Kurtis Kraft Offenhauser,4:15.010
48,16,Jimmy  Daywalt,Kurtis Kraft Offenhauser,4:15.360
49,17,Ray  Crawford,Kurtis Kraft Offenhauser,4:15.530
88,18,Johnny Thomson,Kuzma Offenhauser,4:07.340
2,19,Jimmy Bryan,Kuzma Offenhauser,4:10.450
89,20,Keith  Andrews,Kurtis Kraft Offenhauser,4:11.790
26,21,Jimmy Reece,Lesovsky Offenhauser,4:11.950
82,22,Gene Hartley,Kuzma Offenhauser,4:12.020
14,23,Bob  Veith,Kurtis Kraft Offenhauser,4:12.570
54,24,Jack  Turner,Kurtis Kraft Offenhauser,4:12.820
57,25,Bob  Christie,Kurtis Kraft Offenhauser,4:13.100
16,26,Don  Freeland,Phillips Offenhauser,4:14.060
12,27,Al  Herman,Kurtis Kraft Offenhauser,4:14.220
55,28,Al  Keller,Kurtis Kraft Offenhauser,4:14.970
41,29,Billy  Garrett,Kuzma Offenhauser,4:16.120
27,30,Cliff Griffith,Stevens Offenhauser,4:14.470
34,31,Johnnie  Tolan,Kurtis Kraft Offenhauser,4:17.030
81,32,Eddie Johnson,Kuzma Offenhauser,4:18.820
64,33,Duke Dinsmore,Kurtis Kraft Offenhauser,4:20.060
