,Position,Driver,Car,Time
5,1,Nelson Piquet,Brabham Ford,1:42.665
15,2,Alain Prost,Renault,1:42.981
1,3,Alan  Jones,Williams Ford,1:43.638
2,4,Carlos Reutemann,Williams Ford,1:43.935
16,5,Rene Arnoux,Renault,1:43.997
6,6,Hector Rebaque,Brabham Ford,1:44.100
27,7,Gilles Villeneuve,Ferrari,1:44.132
20,8,Keke Rosberg,Fittipaldi Ford,1:44.191
29,9,Riccardo Patrese,Arrows Ford,1:45.008
11,10,Elio de Angelis,Lotus Ford,1:45.065
7,11,John Watson,McLaren Ford,1:45.073
28,12,Didier Pironi,Ferrari,1:45.108
3,13,Eddie  Cheever,Tyrrell Ford,1:45.117
33,14,Patrick Tambay,Theodore Ford,1:45.297
12,15,Nigel Mansell,Lotus Ford,1:45.369
14,16,Marc Surer,Ensign Ford,1:45.734
22,17,Mario Andretti,Alfa Romeo,1:46.059
8,18,Andrea de Cesaris,McLaren Ford,1:46.387
30,19,Siegfried Stohr,Arrows Ford,1:46.444
21,20,Chico Serra,Fittipaldi Ford,1:46.706
26,21,Jacques Laffite,Ligier Matra,1:46.854
23,22,Bruno Giacomelli,Alfa Romeo,1:46.918
9,23,Jan Lammers,ATS Ford,1:47.174
4,24,Ricardo Zunino,Tyrrell Ford,1:47.464
