,Position,Driver,Car,Laps,Time,Points
5,1,Nelson Piquet,Brabham Ford,53,1:34:32.740,9
2,2,Carlos Reutemann,Williams Ford,53,+26.610s,6
15,3,Alain Prost,Renault,53,+49.980s,4
1,4,Alan  Jones,Williams Ford,53,+67.880s,3
16,5,Rene Arnoux,Renault,53,+91.850s,2
11,6,Elio de Angelis,Lotus Ford,52,+1 lap,1
29,7,Riccardo Patrese,Arrows Ford,52,+1 lap,0
22,8,Mario Andretti,Alfa Romeo,52,+1 lap,0
30,9,Siegfried Stohr,Arrows Ford,52,+1 lap,0
23,10,Bruno Giacomelli,Alfa Romeo,51,DNF,0
8,11,Andrea de Cesaris,McLaren Ford,51,+2 laps,0
9,12,Jan Lammers,ATS Ford,51,+2 laps,0
4,13,Ricardo Zunino,Tyrrell Ford,51,+2 laps,0
27,NC,Gilles Villeneuve,Ferrari,40,DNF,0
33,NC,Patrick Tambay,Theodore Ford,36,DNF,0
7,NC,John Watson,McLaren Ford,36,DNF,0
6,NC,Hector Rebaque,Brabham Ford,32,DNF,0
21,NC,Chico Serra,Fittipaldi Ford,28,DNF,0
26,NC,Jacques Laffite,Ligier Matra,19,DNF,0
14,NC,Marc Surer,Ensign Ford,14,DNF,0
20,NC,Keke Rosberg,Fittipaldi Ford,4,DNF,0
12,NC,Nigel Mansell,Lotus Ford,3,DNF,0
28,NC,Didier Pironi,Ferrari,3,DNF,0
3,NC,Eddie  Cheever,Tyrrell Ford,1,DNF,0
