,Position,Driver,Car,Laps,Time,Points
25,1,Patrick Depailler,Ligier Ford,75,1:39:11.840,9
2,2,Carlos Reutemann,Lotus Ford,75,+20.940s,6
1,3,Mario Andretti,Lotus Ford,75,+27.310s,4
11,4,Jody Scheckter,Ferrari,75,+28.680s,3
4,5,Jean-Pierre Jarier,Tyrrell Ford,75,+30.390s,2
3,6,Didier Pironi,Tyrrell Ford,75,+48.430s,1
12,7,Gilles Villeneuve,Ferrari,75,+52.310s,0
30,8,Jochen Mass,Arrows Ford,75,+74.840s,0
16,9,Rene Arnoux,Renault,74,+1 lap,0
29,10,Riccardo Patrese,Arrows Ford,74,+1 lap,0
14,11,Emerson Fittipaldi,Fittipaldi Ford,74,+1 lap,0
17,12,Jan Lammers,Shadow Ford,73,+2 laps,0
8,13,Patrick Tambay,McLaren Ford,72,+3 laps,0
9,14,Hans-Joachim Stuck,ATS Ford,69,+6 laps,0
5,NC,Niki Lauda,Brabham Alfa Romeo,63,DNF,0
31,NC,Hector Rebaque,Lotus Ford,58,DNF,0
27,NC,Alan  Jones,Williams Ford,54,DNF,0
18,NC,Elio de Angelis,Shadow Ford,52,DNF,0
28,NC,Clay Regazzoni,Williams Ford,32,DNF,0
20,NC,James Hunt,Wolf Ford,26,DNF,0
7,NC,John Watson,McLaren Ford,21,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,21,DNF,0
26,NC,Jacques Laffite,Ligier Ford,15,DNF,0
6,NC,Nelson Piquet,Brabham Alfa Romeo,15,DNF,0
