,Position,Driver,Car,Time
26,1,Jacques Laffite,Ligier Ford,1:14.500
25,2,Patrick Depailler,Ligier Ford,1:14.790
12,3,Gilles Villeneuve,Ferrari,1:14.820
1,4,Mario Andretti,Lotus Ford,1:15.070
11,5,Jody Scheckter,Ferrari,1:15.100
5,6,Niki Lauda,Brabham Ford,1:15.450
6,7,Nelson Piquet,Brabham Ford,1:15.610
2,8,Carlos Reutemann,Lotus Ford,1:15.670
15,9,Jean-Pierre Jabouille,Renault,1:15.780
3,10,Didier Pironi,Tyrrell Ford,1:16.040
16,11,Rene Arnoux,Renault,1:16.060
4,12,Jean-Pierre Jarier,Tyrrell Ford,1:16.080
27,13,Alan  Jones,Williams Ford,1:16.230
28,14,Clay Regazzoni,Williams Ford,1:16.610
20,15,James Hunt,Wolf Ford,1:16.880
29,16,Riccardo Patrese,Arrows Ford,1:16.920
30,17,Jochen Mass,Arrows Ford,1:17.040
7,18,John Watson,McLaren Ford,1:17.110
14,19,Emerson Fittipaldi,Fittipaldi Ford,1:17.350
8,20,Patrick Tambay,McLaren Ford,1:17.450
9,21,Hans-Joachim Stuck,ATS Ford,1:17.570
18,22,Elio de Angelis,Shadow Ford,1:17.850
31,23,Hector Rebaque,Lotus Ford,1:18.420
17,24,Jan Lammers,Shadow Ford,1:18.790
