,Position,Driver,Car,Laps,Time,Points
3,1,Juan Pablo Montoya,Williams BMW,78,1:42:19.010,10
6,2,Kimi Räikkönen,McLaren Mercedes,78,+0.602s,8
1,3,Michael Schumacher,Ferrari,78,+1.720s,6
4,4,Ralf Schumacher,Williams BMW,78,+28.518s,5
8,5,Fernando Alonso,Renault,78,+36.251s,4
7,6,Jarno Trulli,Renault,78,+40.972s,3
5,7,David Coulthard,McLaren Mercedes,78,+41.227s,2
2,8,Rubens Barrichello,Ferrari,78,+53.266s,1
21,9,Cristiano da Matta,Toyota,77,+1 lap,0
11,10,Giancarlo Fisichella,Jordan Ford,77,+1 lap,0
9,11,Nick Heidfeld,Sauber Petronas,76,+2 laps,0
12,12,Ralph Firman,Jordan Ford,76,+2 laps,0
20,13,Olivier Panis,Toyota,74,+4 laps,0
16,NC,Jacques Villeneuve,BAR Honda,63,DNF,0
18,NC,Justin Wilson,Minardi Cosworth,29,DNF,0
19,NC,Jos Verstappen,Minardi Cosworth,28,DNF,0
14,NC,Mark Webber,Jaguar Cosworth,16,DNF,0
15,NC,Antonio Pizzonia,Jaguar Cosworth,10,DNF,0
10,NC,Heinz-Harald Frentzen,Sauber Petronas,0,DNF,0
