,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Giancarlo Fisichella,Renault,66,1:15.641,220.213
1,2,Michael Schumacher,Ferrari,31,1:15.648,220.193
10,3,Juan Pablo Montoya,McLaren Mercedes,55,1:15.771,219.836
9,4,Kimi Räikkönen,McLaren Mercedes,41,1:15.977,219.240
5,5,Fernando Alonso,Renault,59,1:16.098,218.891
17,6,Ralf Schumacher,Toyota,63,1:16.469,217.829
8,7,Nick Heidfeld,Williams BMW,60,1:16.519,217.687
16,8,Jarno Trulli,Toyota,63,1:16.614,217.417
7,9,Mark Webber,Williams BMW,62,1:16.761,217.000
12,10,Felipe Massa,Sauber Petronas,51,1:16.802,216.884
14,11,David Coulthard,RBR Cosworth,65,1:16.947,216.476
2,12,Rubens Barrichello,Ferrari,64,1:17.156,215.889
11,13,Jacques Villeneuve,Sauber Petronas,43,1:17.585,214.696
18,14,Tiago Monteiro,Jordan Toyota,22,1:18.998,210.855
15,15,Vitantonio Liuzzi,RBR Cosworth,9,1:19.435,209.695
19,16,Narain Karthikeyan,Jordan Toyota,16,1:19.734,208.909
21,17,Christijan Albers,Minardi Cosworth,15,1:20.124,207.892
20,18,Patrick Friesacher ,Minardi Cosworth,10,1:20.865,205.987
