,Position,Driver,Car,Time
9,1,Kimi Räikkönen,McLaren Mercedes,2:31.421
7,2,Mark Webber,Williams BMW,2:31.668
5,3,Fernando Alonso,Renault,2:31.691
17,4,Ralf Schumacher,Toyota,2:31.917
16,5,Jarno Trulli,Toyota,2:31.995
6,6,Giancarlo Fisichella,Renault,2:32.830
10,7,Juan Pablo Montoya,McLaren Mercedes,2:33.472
1,8,Michael Schumacher,Ferrari,2:33.551
14,9,David Coulthard,RBR Cosworth,2:34.168
12,10,Felipe Massa,Sauber Petronas,2:34.224
15,11,Vitantonio Liuzzi,RBR Cosworth,2:35.302
11,12,Jacques Villeneuve,Sauber Petronas,2:36.480
19,13,Narain Karthikeyan,Jordan Toyota,2:39.268
21,14,Christijan Albers,Minardi Cosworth,2:41.141
20,15,Patrick Friesacher ,Minardi Cosworth,2:42.759
2,16,Rubens Barrichello,Ferrari,1:15.746
8,17,Nick Heidfeld,Williams BMW,1:15.038
18,18,Tiago Monteiro,Jordan Toyota,2:39.943
