,Position,Driver,Car,Time / Gap,Laps
6,1,Giancarlo Fisichella,Renault,1:15.605,6
1,2,Michael Schumacher,Ferrari,+0.026s,10
17,3,Ralf Schumacher,Toyota,+0.255s,10
2,4,Rubens Barrichello,Ferrari,+0.399s,10
15,5,Vitantonio Liuzzi,RBR Cosworth,+0.636s,16
14,6,David Coulthard,RBR Cosworth,+0.718s,12
10,7,Juan Pablo Montoya,McLaren Mercedes,+0.955s,4
9,8,Kimi Räikkönen,McLaren Mercedes,+1.758s,5
8,9,Nick Heidfeld,Williams BMW,+2.010s,7
7,10,Mark Webber,Williams BMW,+2.096s,15
18,11,Tiago Monteiro,Jordan Toyota,+2.265s,12
19,12,Narain Karthikeyan,Jordan Toyota,+2.593s,7
12,13,Felipe Massa,Sauber Petronas,+2.604s,7
16,14,Jarno Trulli,Toyota,+2.610s,3
11,15,Jacques Villeneuve,Sauber Petronas,+3.081s,6
20,16,Patrick Friesacher ,Minardi Cosworth,+4.812s,15
21,17,Christijan Albers,Minardi Cosworth,+5.540s,10
5,18,Fernando Alonso,Renault,,2
