,Position,Driver,Car,Time / Gap,Laps
35,1,Pedro de la Rosa,McLaren Mercedes,1:15.675,15
37,2,Christian Klien,RBR Cosworth,+1.146s,25
8,3,Nick Heidfeld,Williams BMW,+1.372s,12
1,4,Michael Schumacher,Ferrari,+1.899s,14
9,5,Kimi Räikkönen,McLaren Mercedes,+2.176s,7
14,6,David Coulthard,RBR Cosworth,+2.302s,7
38,7,Ricardo Zonta,Toyota,+2.428s,9
15,8,Vitantonio Liuzzi,RBR Cosworth,+2.437s,12
17,9,Ralf Schumacher,Toyota,+2.529s,6
10,10,Juan Pablo Montoya,McLaren Mercedes,+2.727s,9
12,11,Felipe Massa,Sauber Petronas,+3.653s,11
11,12,Jacques Villeneuve,Sauber Petronas,+4.946s,8
18,13,Tiago Monteiro,Jordan Toyota,+5.098s,12
39,14,Robert Doornbos,Jordan Toyota,+5.237s,23
19,15,Narain Karthikeyan,Jordan Toyota,+5.953s,12
21,16,Christijan Albers,Minardi Cosworth,+5.960s,11
20,17,Patrick Friesacher ,Minardi Cosworth,+6.779s,14
2,18,Rubens Barrichello,Ferrari,,2
6,19,Giancarlo Fisichella,Renault,,2
5,20,Fernando Alonso,Renault,,2
16,21,Jarno Trulli,Toyota,,2
