,Position,Driver,Car,Laps,Time,Points
9,1,Kimi Räikkönen,McLaren Mercedes,66,1:27:16.830,10
5,2,Fernando Alonso,Renault,66,+27.652s,8
16,3,Jarno Trulli,Toyota,66,+45.947s,6
17,4,Ralf Schumacher,Toyota,66,+46.719s,5
6,5,Giancarlo Fisichella,Renault,66,+57.936s,4
7,6,Mark Webber,Williams BMW,66,+68.542s,3
10,7,Juan Pablo Montoya,McLaren Mercedes,65,+1 lap,2
14,8,David Coulthard,RBR Cosworth,65,+1 lap,1
2,9,Rubens Barrichello,Ferrari,65,+1 lap,0
8,10,Nick Heidfeld,Williams BMW,65,+1 lap,0
12,11,Felipe Massa,Sauber Petronas,63,DNF,0
18,12,Tiago Monteiro,Jordan Toyota,63,+3 laps,0
19,13,Narain Karthikeyan,Jordan Toyota,63,+3 laps,0
11,NC,Jacques Villeneuve,Sauber Petronas,51,DNF,0
1,NC,Michael Schumacher,Ferrari,46,DNF,0
21,NC,Christijan Albers,Minardi Cosworth,19,DNF,0
20,NC,Patrick Friesacher ,Minardi Cosworth,11,DNF,0
15,NC,Vitantonio Liuzzi,RBR Cosworth,9,DNF,0
