,Position,Driver,Car,Lap,Time
15,1,Mauricio Gugelmin,March Judd,29,1:12.090
19,2,Alessandro Nannini,Benetton Ford,26,1:12.406
2,3,Alain Prost,McLaren Honda,38,1:12.500
27,4,Nigel Mansell,Ferrari,75,1:12.542
11,5,Nelson Piquet,Lotus Judd,66,1:12.723
16,6,Ivan Capelli,March Judd,30,1:12.737
5,7,Thierry Boutsen,Williams Renault,3,1:12.755
28,8,Gerhard Berger,Ferrari,4,1:12.937
4,9,Jean Alesi,Tyrrell Ford,52,1:12.964
6,10,Riccardo Patrese,Williams Renault,37,1:12.977
29,11,Eric Bernard,Lola Lamborghini,55,1:13.144
10,12,Eddie  Cheever,Arrows Ford,41,1:13.171
36,13,Stefan Johansson,Onyx Ford,55,1:13.175
3,14,Jonathan  Palmer,Tyrrell Ford,49,1:13.262
37,15,Bertrand Gachot,Onyx Ford,34,1:13.358
26,16,Olivier Grouillard,Ligier Ford,36,1:13.399
12,17,Satoru Nakajima,Lotus Judd,42,1:13.657
20,18,Emanuele Pirro,Benetton Ford,75,1:13.712
30,19,Philippe Alliot,Lola Lamborghini,3,1:13.719
8,20,Stefano Modena,Brabham Judd,64,1:14.137
9,21,Martin Donnelly,Arrows Ford,39,1:14.538
23,22,Pierluigi Martini,Minardi Ford,29,1:14.631
21,23,Alex Caffi,Dallara Ford,21,1:14.789
25,24,Rene Arnoux,Ligier Ford,4,1:14.956
40,25,Gabriele Tarquini,AGS Ford,4,1:15.437
