,Position,Driver,Car,Time
37,1,Bertrand Gachot,Onyx Ford,1:09.617
2,1,Alain Prost,McLaren Honda,1:07.203
36,2,Stefan Johansson,Onyx Ford,1:09.668
1,2,Ayrton Senna,McLaren Honda,1:07.228
27,3,Nigel Mansell,Ferrari,1:07.455
21,3,Alex Caffi,Dallara Ford,1:09.726
19,4,Alessandro Nannini,Benetton Ford,1:08.137
8,4,Stefano Modena,Brabham Judd,1:09.917
5,5,Thierry Boutsen,Williams Renault,1:08.211
17,5,Nicola Larini,Osella Ford,1:09.989
7,6,Martin Brundle,Brabham Judd,1:10.181
28,6,Gerhard Berger,Ferrari,1:08.233
39,7,Volker Weidler,Rial Ford,1:11.059
30,7,Philippe Alliot,Lola Lamborghini,1:08.561
34,8,Bernd Schneider,Zakspeed Yamaha,1:11.098
6,8,Riccardo Patrese,Williams Renault,1:08.993
18,9,Piercarlo Ghinzani,Osella Ford,1:11.528
3,9,Jonathan  Palmer,Tyrrell Ford,1:09.026
32,10,Pierre Henri Raphanel,Coloni Ford,1:11.953
15,10,Mauricio Gugelmin,March Judd,1:09.036
35,11,Aguri Suzuki,Zakspeed Yamaha,1:12.031
33,12,Gregor Foitek,Euro Brun Judd,1:12.179
16,12,Ivan Capelli,March Judd,1:09.283
41,13,Joachim Winkelhock,AGS Ford,1:13.173
9,14,Martin Donnelly,Arrows Ford,1:09.524
29,15,Eric Bernard,Lola Lamborghini,1:09.596
4,16,Jean Alesi,Tyrrell Ford,1:09.668
26,17,Olivier Grouillard,Ligier Ford,1:09.717
25,18,Rene Arnoux,Ligier Ford,1:10.077
12,19,Satoru Nakajima,Lotus Judd,1:10.119
11,20,Nelson Piquet,Lotus Judd,1:10.135
40,21,Gabriele Tarquini,AGS Ford,1:10.216
23,23,Pierluigi Martini,Minardi Ford,1:10.267
20,24,Emanuele Pirro,Benetton Ford,1:10.292
10,25,Eddie  Cheever,Arrows Ford,1:10.372
22,27,Andrea de Cesaris,Dallara Ford,1:10.591
24,28,Luis Perez-Sala,Minardi Ford,1:11.079
38,29,Christian Danner,Rial Ford,1:11.178
31,30,Roberto Moreno,Coloni Ford,1:11.372
