,Position,Driver,Car,Time
2,1,Alain Prost,McLaren Honda,1:07.203
1,2,Ayrton Senna,McLaren Honda,1:07.228
27,3,Nigel Mansell,Ferrari,1:07.455
19,4,Alessandro Nannini,Benetton Ford,1:08.137
5,5,Thierry Boutsen,Williams Renault,1:08.211
28,6,Gerhard Berger,Ferrari,1:08.233
30,7,Philippe Alliot,Lola Lamborghini,1:08.561
6,8,Riccardo Patrese,Williams Renault,1:08.993
3,9,Jonathan  Palmer,Tyrrell Ford,1:09.026
15,10,Mauricio Gugelmin,March Judd,1:09.036
37,11,Bertrand Gachot,Onyx Ford,1:09.122
16,12,Ivan Capelli,March Judd,1:09.283
36,13,Stefan Johansson,Onyx Ford,1:09.299
9,14,Martin Donnelly,Arrows Ford,1:09.524
29,15,Eric Bernard,Lola Lamborghini,1:09.596
4,16,Jean Alesi,Tyrrell Ford,1:09.668
26,17,Olivier Grouillard,Ligier Ford,1:09.717
25,18,Rene Arnoux,Ligier Ford,1:10.077
12,19,Satoru Nakajima,Lotus Judd,1:10.119
11,20,Nelson Piquet,Lotus Judd,1:10.135
40,21,Gabriele Tarquini,AGS Ford,1:10.216
8,22,Stefano Modena,Brabham Judd,1:10.254
23,23,Pierluigi Martini,Minardi Ford,1:10.267
20,24,Emanuele Pirro,Benetton Ford,1:10.292
10,25,Eddie  Cheever,Arrows Ford,1:10.372
21,26,Alex Caffi,Dallara Ford,1:10.468
