,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:15.487,4
1,2,Michael Schumacher,Ferrari,+0.226s,4
4,3,Marc Gene,Williams BMW,+3.861s,14
39,4,Timo Glock,Jordan Ford,+3.941s,17
19,5,Giorgio Pantano,Jordan Ford,+3.979s,12
18,6,Nick Heidfeld,Jordan Ford,+5.044s,12
20,7,Gianmaria Bruni,Minardi Cosworth,+5.716s,13
40,8,Bas Leinders,Minardi Cosworth,+6.780s,11
35,9,Anthony Davidson,BAR Honda,+11.065s,17
16,10,Cristiano da Matta,Toyota,+11.270s,5
17,11,Olivier Panis,Toyota,+11.962s,4
9,12,Jenson Button,BAR Honda,+12.830s,5
38,13,Ricardo Zonta,Toyota,+13.598s,18
15,14,Christian Klien,Jaguar Cosworth,+14.139s,8
21,15,Zsolt Baumgartner,Minardi Cosworth,+14.390s,12
10,16,Takuma Sato,BAR Honda,+14.605s,10
37,17,Bjorn Wirdheim,Jaguar Cosworth,+14.717s,17
7,18,Jarno Trulli,Renault,+23.905s,4
12,19,Felipe Massa,Sauber Petronas,,3
8,20,Fernando Alonso,Renault,,3
11,21,Giancarlo Fisichella,Sauber Petronas,,1
5,22,David Coulthard,McLaren Mercedes,,1
3,23,Juan Pablo Montoya,Williams BMW,,3
6,24,Kimi Räikkönen,McLaren Mercedes,,1
14,25,Mark Webber,Jaguar Cosworth,,1
