,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:14.944,12
5,2,David Coulthard,McLaren Mercedes,+0.458s,11
7,3,Jarno Trulli,Renault,+0.479s,11
8,4,Fernando Alonso,Renault,+0.490s,15
17,5,Olivier Panis,Toyota,+0.534s,14
2,6,Rubens Barrichello,Ferrari,+0.556s,14
3,7,Juan Pablo Montoya,Williams BMW,+0.585s,16
14,8,Mark Webber,Jaguar Cosworth,+0.963s,8
11,9,Giancarlo Fisichella,Sauber Petronas,+0.966s,11
9,10,Jenson Button,BAR Honda,+1.360s,15
16,11,Cristiano da Matta,Toyota,+1.440s,17
10,12,Takuma Sato,BAR Honda,+1.625s,16
4,13,Marc Gene,Williams BMW,+1.664s,18
12,14,Felipe Massa,Sauber Petronas,+1.675s,14
15,15,Christian Klien,Jaguar Cosworth,+1.725s,27
20,16,Gianmaria Bruni,Minardi Cosworth,+2.230s,15
19,17,Giorgio Pantano,Jordan Ford,+2.455s,19
21,18,Zsolt Baumgartner,Minardi Cosworth,+2.787s,14
18,19,Nick Heidfeld,Jordan Ford,+2.902s,16
6,20,Kimi Räikkönen,McLaren Mercedes,,1
