,Position,Driver,Car,Time / Gap,Laps
6,1,Kimi Räikkönen,McLaren Mercedes,1:14.513,18
9,2,Jenson Button,BAR Honda,+0.055s,14
1,3,Michael Schumacher,Ferrari,+0.058s,14
10,4,Takuma Sato,BAR Honda,+0.198s,18
2,5,Rubens Barrichello,Ferrari,+0.304s,12
17,6,Olivier Panis,Toyota,+0.370s,23
16,7,Cristiano da Matta,Toyota,+0.372s,22
5,8,David Coulthard,McLaren Mercedes,+0.464s,7
7,9,Jarno Trulli,Renault,+0.520s,12
8,10,Fernando Alonso,Renault,+0.583s,15
4,11,Marc Gene,Williams BMW,+0.666s,10
14,12,Mark Webber,Jaguar Cosworth,+0.837s,24
15,13,Christian Klien,Jaguar Cosworth,+0.936s,22
12,14,Felipe Massa,Sauber Petronas,+1.549s,19
11,15,Giancarlo Fisichella,Sauber Petronas,+1.648s,9
21,16,Zsolt Baumgartner,Minardi Cosworth,+2.348s,15
19,17,Giorgio Pantano,Jordan Ford,+2.591s,12
18,18,Nick Heidfeld,Jordan Ford,+2.649s,15
20,19,Gianmaria Bruni,Minardi Cosworth,+4.888s,8
3,20,Juan Pablo Montoya,Williams BMW,+6.945s,8
