,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,32,1:15.377,210.669
8,2,Fernando Alonso,Renault,34,1:15.551,210.183
6,3,Kimi Räikkönen,McLaren Mercedes,30,1:15.791,209.518
14,4,Mark Webber,Jaguar Cosworth,53,1:15.956,209.063
9,5,Jenson Button,BAR Honda,50,1:15.971,209.021
2,6,Rubens Barrichello,Ferrari,50,1:16.035,208.845
4,7,Marc Gene,Williams BMW,56,1:16.070,206.749
3,8,Juan Pablo Montoya,Williams BMW,48,1:16.140,208.557
7,9,Jarno Trulli,Renault,15,1:16.248,208.262
5,10,David Coulthard,McLaren Mercedes,11,1:16.303,208.112
11,11,Giancarlo Fisichella,Sauber Petronas,22,1:16.699,207.037
10,12,Takuma Sato,BAR Honda,14,1:16.809,206.741
15,13,Christian Klien,Jaguar Cosworth,37,1:16.852,206.625
16,14,Cristiano da Matta,Toyota,49,1:16.937,206.397
17,15,Olivier Panis,Toyota,53,1:17.069,206.043
12,16,Felipe Massa,Sauber Petronas,23,1:17.388,205.194
19,17,Giorgio Pantano,Jordan Ford,15,1:17.641,204.525
18,18,Nick Heidfeld,Jordan Ford,26,1:18.627,201.961
20,19,Gianmaria Bruni,Minardi Cosworth,52,1:18.932,201.180
21,20,Zsolt Baumgartner,Minardi Cosworth,13,1:19.659,199.344
