,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:18.348
44,2,Lewis Hamilton,Mercedes,1:18.355
33,3,Max Verstappen,Red Bull Racing Honda,1:18.746
11,4,Sergio Perez,Red Bull Racing Honda,1:18.890
55,5,Carlos Sainz,Ferrari,1:19.039
31,6,Esteban Ocon,Alpine Renault,1:19.042
4,7,Lando Norris,McLaren Mercedes,1:19.116
16,8,Charles Leclerc,Ferrari,1:19.306
10,9,Pierre Gasly,AlphaTauri Honda,1:19.475
5,10,Sebastian Vettel,Aston Martin Mercedes,1:19.659
63,11,George Russell,Williams Mercedes,1:19.109
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:19.216
14,13,Fernando Alonso,Alpine Renault,1:19.456
22,14,Yuki Tsunoda,AlphaTauri Honda,1:19.463
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:19.812
3,16,Daniel Ricciardo,McLaren Mercedes,1:19.839
18,17,Lance Stroll,Aston Martin Mercedes,1:19.913
6,18,Nicholas Latifi,Williams Mercedes,1:20.285
47,19,Mick Schumacher,Haas Ferrari,1:20.452
9,20,Nikita Mazepin,Haas Ferrari,1:20.912
