,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:19.648,31
33,2,Max Verstappen,Red Bull Racing Honda,+0.025s,23
11,3,Sergio Perez,Red Bull Racing Honda,+0.198s,22
16,4,Charles Leclerc,Ferrari,+0.236s,27
44,5,Lewis Hamilton,Mercedes,+0.319s,32
10,6,Pierre Gasly,AlphaTauri Honda,+0.796s,31
63,7,George Russell,Williams Mercedes,+0.881s,29
4,8,Lando Norris,McLaren Mercedes,+0.987s,26
55,9,Carlos Sainz,Ferrari,+1.032s,27
31,10,Esteban Ocon,Alpine Renault,+1.152s,27
18,11,Lance Stroll,Aston Martin Mercedes,+1.246s,29
3,12,Daniel Ricciardo,McLaren Mercedes,+1.347s,31
22,13,Yuki Tsunoda,AlphaTauri Honda,+1.442s,28
14,14,Fernando Alonso,Alpine Renault,+1.655s,31
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.733s,25
5,16,Sebastian Vettel,Aston Martin Mercedes,+1.757s,31
98,17,Callum Ilott,Alfa Romeo Racing Ferrari,+2.158s,21
47,18,Mick Schumacher,Haas Ferrari,+2.291s,29
6,19,Nicholas Latifi,Williams Mercedes,+2.645s,29
9,20,Nikita Mazepin,Haas Ferrari,+4.576s,29
