,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,66,1:34:31.421,25
33,2,Max Verstappen,Red Bull Racing Honda,66,+29.148s,18
77,3,Valtteri Bottas,Mercedes,66,+33.530s,16
11,4,Sergio Perez,Red Bull Racing Honda,66,+39.735s,12
4,5,Lando Norris,McLaren Mercedes,66,+51.369s,10
16,6,Charles Leclerc,Ferrari,66,+55.781s,8
31,7,Esteban Ocon,Alpine Renault,66,+63.749s,6
14,8,Fernando Alonso,Alpine Renault,66,+64.808s,4
3,9,Daniel Ricciardo,McLaren Mercedes,66,+75.369s,2
10,10,Pierre Gasly,AlphaTauri Honda,66,+76.463s,1
55,11,Carlos Sainz,Ferrari,66,+78.955s,0
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,65,+1 lap,0
5,13,Sebastian Vettel,Aston Martin Mercedes,65,+1 lap,0
18,14,Lance Stroll,Aston Martin Mercedes,65,+1 lap,0
22,15,Yuki Tsunoda,AlphaTauri Honda,65,+1 lap,0
63,16,George Russell,Williams Mercedes,65,+1 lap,0
47,17,Mick Schumacher,Haas Ferrari,64,+2 laps,0
6,18,Nicholas Latifi,Williams Mercedes,64,+2 laps,0
9,19,Nikita Mazepin,Haas Ferrari,64,+2 laps,0
7,NC,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1,DNF,0
