,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
1,1,Sebastian Vettel,Red Bull Racing Renault,55,1:28.918,188.465,15:29:11
6,2,Nico Rosberg,Mercedes,51,1:29.236,187.794,15:22:02
44,3,Lewis Hamilton,Mercedes,54,1:29.483,187.275,15:26:29
14,4,Fernando Alonso,Ferrari,55,1:29.898,186.411,15:29:14
3,5,Daniel Ricciardo,Red Bull Racing Renault,65,1:30.012,186.175,15:43:47
26,6,Daniil Kvyat,STR Renault,59,1:30.269,185.645,15:36:05
20,7,Kevin Magnussen,McLaren Mercedes,43,1:30.318,185.544,15:11:18
77,8,Valtteri Bottas,Williams Mercedes,47,1:30.424,185.326,15:16:55
19,9,Felipe Massa,Williams Mercedes,55,1:30.468,185.236,15:29:40
22,10,Jenson Button,McLaren Mercedes,43,1:30.563,185.042,15:11:05
7,11,Kimi Räikkönen,Ferrari,53,1:30.580,185.007,15:26:08
21,12,Esteban Gutierrez ,Sauber Ferrari,55,1:30.666,184.832,15:30:27
11,13,Sergio Perez,Force India Mercedes,39,1:30.756,184.648,15:04:55
8,14,Romain Grosjean,Lotus Renault,47,1:31.068,184.016,15:17:07
13,15,Pastor Maldonado,Lotus Renault,39,1:31.235,183.679,15:05:17
27,16,Nico Hulkenberg,Force India Mercedes,42,1:31.411,183.325,15:09:29
99,17,Adrian Sutil,Sauber Ferrari,38,1:31.473,183.201,15:03:51
4,18,Max Chilton,Marussia Ferrari,44,1:31.767,182.614,15:14:17
25,19,Jean-Eric Vergne,STR Renault,18,1:31.781,182.586,14:32:24
17,20,Jules Bianchi,Marussia Ferrari,46,1:31.784,182.580,15:16:54
10,21,Kamui Kobayashi,Caterham Renault,25,1:33.064,180.069,14:43:49
9,22,Marcus Ericsson,Caterham Renault,54,1:33.350,179.517,15:30:08
