,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:25.887,16
44,2,Lewis Hamilton,Mercedes,+0.869s,9
14,3,Fernando Alonso,Ferrari,+1.301s,15
19,4,Felipe Massa,Williams Mercedes,+1.336s,10
8,5,Romain Grosjean,Lotus Renault,+1.795s,18
20,6,Kevin Magnussen,McLaren Mercedes,+1.919s,16
3,7,Daniel Ricciardo,Red Bull Racing Renault,+1.921s,12
22,8,Jenson Button,McLaren Mercedes,+2.119s,11
13,9,Pastor Maldonado,Lotus Renault,+2.189s,19
1,10,Sebastian Vettel,Red Bull Racing Renault,+2.198s,20
77,11,Valtteri Bottas,Williams Mercedes,+2.214s,12
25,12,Jean-Eric Vergne,STR Renault,+2.355s,16
26,13,Daniil Kvyat,STR Renault,+2.411s,16
7,14,Kimi Räikkönen,Ferrari,+2.532s,16
11,15,Sergio Perez,Force India Mercedes,+2.684s,13
27,16,Nico Hulkenberg,Force India Mercedes,+2.781s,13
99,17,Adrian Sutil,Sauber Ferrari,+2.828s,16
21,18,Esteban Gutierrez ,Sauber Ferrari,+2.978s,18
4,19,Max Chilton,Marussia Ferrari,+4.282s,15
17,20,Jules Bianchi,Marussia Ferrari,+4.783s,12
10,21,Kamui Kobayashi,Caterham Renault,+4.825s,18
9,22,Marcus Ericsson,Caterham Renault,+5.672s,19
