,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:25.232
6,2,Nico Rosberg,Mercedes,1:25.400
3,3,Daniel Ricciardo,Red Bull Racing Renault,1:26.285
77,4,Valtteri Bottas,Williams Mercedes,1:26.632
8,5,Romain Grosjean,Lotus Renault,1:26.960
7,6,Kimi Räikkönen,Ferrari,1:27.104
14,7,Fernando Alonso,Ferrari,1:27.140
22,8,Jenson Button,McLaren Mercedes,1:27.335
19,9,Felipe Massa,Williams Mercedes,1:27.402
27,10,Nico Hulkenberg,Force India Mercedes,1:27.685
11,11,Sergio Perez,Force India Mercedes,1:28.002
26,12,Daniil Kvyat,STR Renault,1:28.039
21,13,Esteban Gutierrez ,Sauber Ferrari,1:28.280
20,14,Kevin Magnussen,McLaren Mercedes,
1,15,Sebastian Vettel,Red Bull Racing Renault,
99,16,Adrian Sutil,Sauber Ferrari,1:28.563
4,17,Max Chilton,Marussia Ferrari,1:29.586
17,18,Jules Bianchi,Marussia Ferrari,1:30.177
9,19,Marcus Ericsson,Caterham Renault,1:30.312
10,20,Kamui Kobayashi,Caterham Renault,1:30.375
25,21,Jean-Eric Vergne,STR Renault,
13,22,Pastor Maldonado,Lotus Renault,
