,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:39.269,1:41.517,1:49.834,13
5,2,Sebastian Vettel,Ferrari,1:39.814,1:39.632,1:49.908,13
6,3,Nico Rosberg,Mercedes,1:39.374,1:39.377,1:50.299,13
3,4,Daniel Ricciardo,Red Bull Racing Renault,1:40.504,1:41.085,1:51.541,16
26,5,Daniil Kvyat,Red Bull Racing Renault,1:40.546,1:41.665,1:51.951,16
33,6,Max Verstappen,STR Renault,1:40.793,1:41.430,1:51.981,16
19,7,Felipe Massa,Williams Mercedes,1:40.543,1:41.230,1:52.473,17
8,8,Romain Grosjean,Lotus Mercedes,1:40.303,1:41.209,1:52.981,18
77,9,Valtteri Bottas,Williams Mercedes,1:40.249,1:40.650,1:53.179,14
9,10,Marcus Ericsson,Sauber Ferrari,1:40.340,1:41.748,1:53.261,18
7,11,Kimi Räikkönen,Ferrari,1:40.415,1:42.173,,7
13,12,Pastor Maldonado,Lotus Mercedes,1:40.361,1:42.198,,11
27,13,Nico Hulkenberg,Force India Mercedes,1:40.830,1:43.023,,9
11,14,Sergio Perez,Force India Mercedes,1:41.036,1:43.469,,11
55,15,Carlos Sainz,STR Renault,1:39.814,1:43.701,,9
12,16,Felipe Nasr,Sauber Ferrari,1:41.308,,,7
22,17,Jenson Button,McLaren Honda,1:41.636,,,8
14,18,Fernando Alonso,McLaren Honda,1:41.746,,,8
98,NC,Roberto Merhi,Marussia Ferrari,1:46.677,,,7
