,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,56,1:41:05.793,25
44,2,Lewis Hamilton,Mercedes,56,+8.569s,18
6,3,Nico Rosberg,Mercedes,56,+12.310s,15
7,4,Kimi Räikkönen,Ferrari,56,+53.822s,12
77,5,Valtteri Bottas,Williams Mercedes,56,+70.409s,10
19,6,Felipe Massa,Williams Mercedes,56,+73.586s,8
33,7,Max Verstappen,STR Renault,56,+97.762s,6
55,8,Carlos Sainz,STR Renault,55,+1 lap,4
26,9,Daniil Kvyat,Red Bull Racing Renault,55,+1 lap,2
3,10,Daniel Ricciardo,Red Bull Racing Renault,55,+1 lap,1
8,11,Romain Grosjean,Lotus Mercedes,55,+1 lap,0
12,12,Felipe Nasr,Sauber Ferrari,55,+1 lap,0
11,13,Sergio Perez,Force India Mercedes,55,+1 lap,0
27,14,Nico Hulkenberg,Force India Mercedes,55,+1 lap,0
98,15,Roberto Merhi,Marussia Ferrari,53,+3 laps,0
13,NC,Pastor Maldonado,Lotus Mercedes,47,DNF,0
22,NC,Jenson Button,McLaren Honda,41,DNF,0
14,NC,Fernando Alonso,McLaren Honda,21,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,3,DNF,0
