,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:39.690,13
44,2,Lewis Hamilton,Mercedes,+0.184s,10
7,3,Kimi Räikkönen,Ferrari,+0.555s,9
5,4,Sebastian Vettel,Ferrari,+0.576s,13
19,5,Felipe Massa,Williams Mercedes,+0.701s,14
77,6,Valtteri Bottas,Williams Mercedes,+0.716s,15
3,7,Daniel Ricciardo,Red Bull Racing Renault,+0.900s,19
55,8,Carlos Sainz,STR Renault,+0.911s,19
33,9,Max Verstappen,STR Renault,+1.299s,18
9,10,Marcus Ericsson,Sauber Ferrari,+1.510s,19
8,11,Romain Grosjean,Lotus Mercedes,+1.516s,16
13,12,Pastor Maldonado,Lotus Mercedes,+1.902s,18
26,13,Daniil Kvyat,Red Bull Racing Renault,+2.086s,14
27,14,Nico Hulkenberg,Force India Mercedes,+2.114s,15
14,15,Fernando Alonso,McLaren Honda,+2.301s,13
11,16,Sergio Perez,Force India Mercedes,+2.410s,14
12,17,Felipe Nasr,Sauber Ferrari,+2.427s,18
22,18,Jenson Button,McLaren Honda,+2.629s,13
98,19,Roberto Merhi,Marussia Ferrari,+6.957s,9
28,20,Will Stevens,Marussia Ferrari,+7.369s,6
