,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,65,1:33:46.933,10
8,2,Fernando Alonso,Renault,65,+5.716s,8
2,3,Rubens Barrichello,Ferrari,65,+18.001s,6
3,4,Juan Pablo Montoya,Williams BMW,65,+62.022s,5
4,5,Ralf Schumacher,Williams BMW,64,+1 lap,4
21,6,Cristiano da Matta,Toyota,64,+1 lap,3
14,7,Mark Webber,Jaguar Cosworth,64,+1 lap,2
12,8,Ralph Firman,Jordan Ford,63,+2 laps,1
17,9,Jenson Button,BAR Honda,63,+2 laps,0
9,10,Nick Heidfeld,Sauber Petronas,63,+2 laps,0
18,11,Justin Wilson,Minardi Cosworth,63,+2 laps,0
19,12,Jos Verstappen,Minardi Cosworth,62,+3 laps,0
11,NC,Giancarlo Fisichella,Jordan Ford,43,DNF,0
20,NC,Olivier Panis,Toyota,41,DNF,0
10,NC,Heinz-Harald Frentzen,Sauber Petronas,38,DNF,0
5,NC,David Coulthard,McLaren Mercedes,17,DNF,0
16,NC,Jacques Villeneuve,BAR Honda,12,DNF,0
7,NC,Jarno Trulli,Renault,0,DNF,0
15,NC,Antonio Pizzonia,Jaguar Cosworth,0,DNF,0
6,NC,Kimi Räikkönen,McLaren Mercedes,0,DNF,0
