,Position,Driver,Car,Time
1,1,Phil Hill,Ferrari,1:35.700
3,2,Wolfgang von Trips,Ferrari,1:35.700
2,3,Richie Ginther,Ferrari,1:35.900
14,4,Stirling Moss,Lotus Climax,1:36.200
4,5,Graham Hill,BRM Climax,1:36.300
7,6,Dan Gurney,Porsche,1:36.400
10,7,Jack Brabham,Cooper Climax,1:36.600
5,8,Tony Brooks,BRM Climax,1:36.800
12,9,John Surtees,Cooper Climax,1:36.800
15,10,Jim Clark,Lotus Climax,1:36.900
6,11,Jo Bonnier,Porsche,1:37.100
9,12,Hans  Herrmann,Porsche,1:38.000
11,13,Bruce McLaren,Cooper Climax,1:38.200
16,14,Trevor  Taylor ,Lotus Climax,1:39.500
8,15,Carel Godin de Beaufort ,Porsche,1:39.800
