,Position,Driver,Car,Laps,Time,Points
7,1,Stirling Moss,Lotus Climax,15,2:18:12.400,9
3,2,Wolfgang von Trips,Ferrari,15,+21.400s,6
4,3,Phil Hill,Ferrari,15,+22.500s,4
14,4,Jim Clark,Lotus Climax,15,+77.100s,3
18,5,John Surtees,Cooper Climax,15,+113.100s,2
2,6,Bruce McLaren,Cooper Climax,15,+161.400s,1
9,7,Dan Gurney,Porsche,15,+202.600s,0
5,8,Richie Ginther,Ferrari,15,+323.100s,0
28,9,Jackie  Lewis ,Cooper Climax,15,+323.700s,0
19,10,Roy Salvadori,Cooper Climax,15,+731.500s,0
33,11,Tony Maggs,Lotus Climax,14,+1 lap,0
30,12,Ian Burgess ,Cooper Climax,14,+1 lap,0
11,13,Hans  Herrmann,Porsche,14,+1 lap,0
31,14,Carel Godin de Beaufort ,Porsche,14,+1 lap,0
6,NC,Willy Mairesse,Ferrari,13,DNF,0
37,15,Tony  Marsh ,Lotus Climax,13,+2 laps,0
27,16,Gerry  Ashmore ,Lotus Climax,13,+2 laps,0
20,NC,Maurice  Trintignant,Cooper Maserati,12,DNF,0
38,NC,Bernard  Collomb ,Cooper Climax,11,DNF,0
32,NC,Lorenzo Bandini,Cooper Maserati,10,DNF,0
16,NC,Tony Brooks,BRM Climax,6,DNF,0
8,NC,Jo Bonnier,Porsche,5,DNF,0
26,NC,Wolfgang Seidel,Lotus Climax,3,DNF,0
15,NC,Innes Ireland,Lotus Climax,1,DNF,0
17,NC,Graham Hill,BRM Climax,1,DNF,0
1,NC,Jack Brabham,Cooper Climax,0,DNF,0
