,Position,Driver,Car,Time
4,1,Phil Hill,Ferrari,8:55.200
1,2,Jack Brabham,Cooper Climax,9:01.400
7,3,Stirling Moss,Lotus Climax,9:01.700
8,4,Jo Bonnier,Porsche,9:04.800
3,5,Wolfgang von Trips,Ferrari,9:05.500
17,6,Graham Hill,BRM Climax,9:06.400
9,7,Dan Gurney,Porsche,9:06.600
14,8,Jim Clark,Lotus Climax,9:08.100
16,9,Tony Brooks,BRM Climax,9:09.300
18,10,John Surtees,Cooper Climax,9:11.200
11,11,Hans  Herrmann,Porsche,9:12.700
2,12,Bruce McLaren,Cooper Climax,9:13.000
6,13,Willy Mairesse,Ferrari,9:15.900
5,14,Richie Ginther,Ferrari,9:16.600
19,15,Roy Salvadori,Cooper Climax,9:22.000
15,16,Innes Ireland,Lotus Climax,9:22.900
31,17,Carel Godin de Beaufort ,Porsche,9:28.400
28,18,Jackie  Lewis ,Cooper Climax,9:31.400
32,19,Lorenzo Bandini,Cooper Maserati,9:35.400
37,20,Tony  Marsh ,Lotus Climax,9:37.700
20,21,Maurice  Trintignant,De Tomaso OSCA,9:38.500
33,22,Tony Maggs,Lotus Climax,9:45.500
26,23,Wolfgang Seidel,Lotus Climax,9:59.900
30,24,Ian Burgess ,Lotus Climax,10:01.400
27,25,Gerry  Ashmore ,Lotus Climax,10:06.000
38,26,Bernard  Collomb ,Cooper Climax,10:23.000
