,Position,Driver,Car,Time
10,1,Jacky Ickx,Ferrari,2:58.220
21,2,Jean-Pierre Beltoise,Matra,2:58.700
14,3,Chris Amon,March Ford,2:59.140
1,4,Jackie Stewart,Tyrrell Ford,2:59.240
23,5,Jack Brabham,Brabham Ford,2:59.670
6,6,Jochen Rindt,Lotus Ford,2:59.740
19,7,Denny Hulme,McLaren Alfa Romeo,3:00.420
20,8,Henri Pescarolo,Matra,3:00.590
18,9,Ronnie Peterson,March Ford,3:01.210
3,10,Pedro Rodriguez,BRM,3:01.290
11,11,Ignazio  Giunti ,Ferrari,3:01.850
5,12,Jackie Oliver,BRM,3:02.770
2,13,Francois  Cevert ,Tyrrell Ford,3:02.870
22,14,Rolf Stommelen,Brabham Ford,3:03.410
16,15,Andrea de Adamich ,McLaren Alfa Romeo,3:03.480
12,16,Jo Siffert,March Ford,3:03.780
17,17,Dan Gurney,McLaren Alfa Romeo,3:04.040
7,18,John   Miles,Lotus Ford,3:04.160
4,19,George Eaton,BRM,3:04.920
8,20,Graham Hill,Lotus Ford,3:07.840
