,Position,Driver,Car,Time
7,1,Fernando Alonso,Renault,1:21.569
15,2,Sebastian Vettel,RBR Renault,1:21.607
14,3,Mark Webber,RBR Renault,1:21.741
1,4,Lewis Hamilton,McLaren Mercedes,1:21.839
16,5,Nico Rosberg,Williams Toyota,1:21.890
2,6,Heikki Kovalainen,McLaren Mercedes,1:22.095
4,7,Kimi Räikkönen,Ferrari,1:22.468
22,8,Jenson Button,Brawn Mercedes,1:22.511
17,9,Kazuki Nakajima,Williams Toyota,1:22.835
12,10,Sebastien Buemi,STR Ferrari,1:21.002
9,11,Jarno Trulli,Toyota,1:21.082
23,12,Rubens Barrichello,Brawn Mercedes,1:21.222
10,13,Timo Glock,Toyota,1:21.242
8,14,Nelson Piquet,Renault,1:21.389
6,15,Nick Heidfeld,Sauber BMW,1:21.738
21,16,Giancarlo Fisichella,Force India Mercedes,1:21.807
20,17,Adrian Sutil,Force India Mercedes,1:21.868
5,18,Robert Kubica,Sauber BMW,1:21.901
11,19,Jaime Alguersuari,STR Ferrari,1:22.359
