,Position,Driver,Car,Q1,Q2,Q3,Laps
7,1,Fernando Alonso,Renault,1:21.313,1:20.826,1:21.569,20
15,2,Sebastian Vettel,RBR Renault,1:21.178,1:20.604,1:21.607,20
14,3,Mark Webber,RBR Renault,1:20.964,1:20.358,1:21.741,22
1,4,Lewis Hamilton,McLaren Mercedes,1:20.842,1:20.465,1:21.839,23
16,5,Nico Rosberg,Williams Toyota,1:20.793,1:20.862,1:21.890,24
2,6,Heikki Kovalainen,McLaren Mercedes,1:21.659,1:20.807,1:22.095,29
4,7,Kimi Räikkönen,Ferrari,1:21.500,1:20.647,1:22.468,25
22,8,Jenson Button,Brawn Mercedes,1:21.471,1:20.707,1:22.511,20
17,9,Kazuki Nakajima,Williams Toyota,1:21.407,1:20.570,1:22.835,24
3,10,Felipe Massa,Ferrari,1:21.420,1:20.823,,18
12,11,Sebastien Buemi,STR Ferrari,1:21.571,1:21.002,,20
9,12,Jarno Trulli,Toyota,1:21.416,1:21.082,,18
23,13,Rubens Barrichello,Brawn Mercedes,1:21.558,1:21.222,,17
10,14,Timo Glock,Toyota,1:21.584,1:21.242,,19
8,15,Nelson Piquet,Renault,1:21.278,1:21.389,,21
6,16,Nick Heidfeld,Sauber BMW,1:21.738,,,8
21,17,Giancarlo Fisichella,Force India Mercedes,1:21.807,,,12
20,18,Adrian Sutil,Force India Mercedes,1:21.868,,,5
5,19,Robert Kubica,Sauber BMW,1:21.901,,,8
11,20,Jaime Alguersuari,STR Ferrari,1:22.359,,,10
