,Position,Driver,Car,Lap,Time,Avg Speed
14,1,Mark Webber,RBR Renault,65,1:21.931,192.498
4,2,Kimi Räikkönen,Ferrari,70,1:22.434,191.323
16,3,Nico Rosberg,Williams Toyota,65,1:22.468,191.245
1,4,Lewis Hamilton,McLaren Mercedes,16,1:22.479,191.219
10,5,Timo Glock,Toyota,63,1:22.506,191.157
22,6,Jenson Button,Brawn Mercedes,57,1:22.706,190.694
12,7,Sebastien Buemi,STR Ferrari,69,1:22.955,190.122
2,8,Heikki Kovalainen,McLaren Mercedes,63,1:22.958,190.115
23,9,Rubens Barrichello,Brawn Mercedes,55,1:23.024,189.964
21,10,Giancarlo Fisichella,Force India Mercedes,40,1:23.174,189.621
17,11,Kazuki Nakajima,Williams Toyota,55,1:23.180,189.608
5,12,Robert Kubica,Sauber BMW,65,1:23.224,189.507
9,13,Jarno Trulli,Toyota,65,1:23.261,189.423
6,14,Nick Heidfeld,Sauber BMW,65,1:23.282,189.375
8,15,Nelson Piquet,Renault,65,1:23.418,189.067
11,16,Jaime Alguersuari,STR Ferrari,69,1:23.444,189.008
15,17,Sebastian Vettel,RBR Renault,18,1:23.457,188.978
7,18,Fernando Alonso,Renault,4,1:23.529,188.815
