,Position,Driver,Car,Time / Gap,Laps
1,1,Lewis Hamilton,McLaren Mercedes,1:22.079,36
2,2,Heikki Kovalainen,McLaren Mercedes,+0.047s,36
16,3,Nico Rosberg,Williams Toyota,+0.075s,47
14,4,Mark Webber,RBR Renault,+0.290s,29
17,5,Kazuki Nakajima,Williams Toyota,+0.347s,40
15,6,Sebastian Vettel,RBR Renault,+0.471s,30
23,7,Rubens Barrichello,Brawn Mercedes,+0.562s,38
9,8,Jarno Trulli,Toyota,+0.584s,28
6,9,Nick Heidfeld,Sauber BMW,+0.611s,43
10,10,Timo Glock,Toyota,+0.672s,45
4,11,Kimi Räikkönen,Ferrari,+0.684s,38
7,12,Fernando Alonso,Renault,+0.714s,37
22,13,Jenson Button,Brawn Mercedes,+0.727s,42
5,14,Robert Kubica,Sauber BMW,+0.791s,36
8,15,Nelson Piquet,Renault,+0.848s,36
20,16,Adrian Sutil,Force India Mercedes,+0.899s,28
21,17,Giancarlo Fisichella,Force India Mercedes,+0.950s,39
3,18,Felipe Massa,Ferrari,+1.077s,32
12,19,Sebastien Buemi,STR Ferrari,+1.097s,45
11,20,Jaime Alguersuari,STR Ferrari,+1.863s,40
