,Position,Driver,Car,Time
6,1,Jacky Ickx,Brabham Climax,7:42.100
7,2,Jackie Stewart,Matra Ford,7:42.400
2,3,Jochen Rindt,Lotus Ford,7:48.000
11,4,Jo Siffert,Lotus Ford,7:50.300
9,5,Denny Hulme,McLaren Ford,7:52.800
12,6,Vic  Elford ,McLaren Ford,7:54.800
17,7,Piers   Courage,Brabham Ford,7:56.100
10,8,Bruce McLaren,McLaren Ford,7:56.500
1,9,Graham Hill,Lotus Ford,7:57.000
8,10,Jean-Pierre Beltoise,Matra Ford,8:00.300
14,11,John Surtees,BRM,8:12.100
3,12,Mario Andretti,Lotus Ford,8:15.400
15,13,Jackie Oliver,BRM,8:16.200
16,14,Jo Bonnier,Lotus Ford,8:35.000
27,15,Johnny  Servoz-Gavin ,Matra Ford,
28,16,Francois  Cevert ,Tecno Cosworth,
26,17,Henri Pescarolo,Matra Ford,
31,18,Peter  Westbury ,Brabham Climax,
20,19,Kurt  Ahrens ,Brabham Climax,
29,20,Richard Attwood,Brabham Climax,
22,21,Rolf Stommelen,Lotus Ford,
30,22,Xavier Perrot,Brabham Climax,
