,Position,Driver,Car,Laps,Time,Points
4,1,Jacky Ickx,Ferrari,14,1:42:12.300,9
9,2,Clay Regazzoni,Ferrari,14,+48.300s,6
10,3,Ronnie Peterson,March Ford,14,+66.700s,4
17,4,Howden  Ganley ,BRM,14,+140.200s,3
5,5,Brian   Redman,McLaren Ford,14,+155.700s,2
11,6,Graham Hill,Brabham Ford,14,+179.600s,1
26,7,Wilson Fittipaldi,Brabham Ford,14,+180.100s,0
28,8,Mike  Beuttler ,March Ford,14,+310.700s,0
6,9,Jean-Pierre Beltoise,BRM,14,+320.200s,0
7,10,Francois  Cevert ,Tyrrell Ford,14,+343.700s,0
1,11,Jackie Stewart,Tyrrell Ford,13,DNF,0
19,12,Arturo Merzario,Ferrari,13,+1 lap,0
16,13,Andrea de Adamich ,Surtees Ford,13,+1 lap,0
15,14,Tim   Schenken,Surtees Ford,13,+1 lap,0
8,15,Chris Amon,Matra,13,+1 lap,0
21,NC,Carlos Pace,March Ford,11,+3 laps,0
20,NC,Henri Pescarolo,March Ford,10,DNF,0
2,NC,Emerson Fittipaldi,Lotus Ford,10,DNF,0
3,NC,Denny Hulme,McLaren Ford,8,DNF,0
14,NC,Mike Hailwood,Surtees Ford,8,DNF,0
12,NC,Carlos Reutemann,Brabham Ford,6,DNF,0
22,NC,Rolf Stommelen,Eifelland Ford,6,DNF,0
25,NC,Dave  Walker ,Lotus Ford,6,DNF,0
27,NC,Derek Bell,Tecno,4,DNF,0
29,NC,Dave Charlton,Lotus Ford,4,DNF,0
23,NC,Niki Lauda,March Ford,4,DNF,0
18,NC,Reine   Wisell,BRM,3,DNF,0
