,Position,Driver,Car,Time
4,1,Jacky Ickx,Ferrari,7:07.000
1,2,Jackie Stewart,Tyrrell Ford,7:08.700
2,3,Emerson Fittipaldi,Lotus Ford,7:09.900
10,4,Ronnie Peterson,March Ford,7:11.600
7,5,Francois  Cevert ,Tyrrell Ford,7:12.200
12,6,Carlos Reutemann,Brabham Ford,7:12.400
9,7,Clay Regazzoni,Ferrari,7:13.400
8,8,Chris Amon,Matra,7:13.900
20,9,Henri Pescarolo,March Ford,7:14.400
3,10,Denny Hulme,McLaren Ford,7:14.500
21,11,Carlos Pace,March Ford,7:16.600
15,12,Tim   Schenken,Surtees Ford,7:17.200
6,13,Jean-Pierre Beltoise,BRM,7:17.300
22,14,Rolf Stommelen,Eifelland Ford,7:17.500
11,15,Graham Hill,Brabham Ford,7:18.400
14,16,Mike Hailwood,Surtees Ford,7:21.000
18,17,Reine   Wisell,BRM,7:21.400
17,18,Howden  Ganley ,BRM,7:22.300
5,19,Brian   Redman,McLaren Ford,7:23.200
16,20,Andrea de Adamich ,Surtees Ford,7:23.700
26,21,Wilson Fittipaldi,Brabham Ford,7:24.800
19,22,Arturo Merzario,Ferrari,7:25.900
25,23,Dave  Walker ,Lotus Ford,7:29.500
23,24,Niki Lauda,March Ford,7:32.200
27,25,Derek Bell,Tecno,7:33.300
29,26,Dave Charlton,Lotus Ford,7:34.100
28,27,Mike  Beuttler ,Surtees Ford,7:35.900
