,Position,Driver,Car,Time
18,1,Duke Nalon,Kurtis Kraft Novi,4:23.740
99,2,Lee Wallard,Kurtis Kraft Offenhauser,4:26.590
9,3,Jack McGrath,Kurtis Kraft Offenhauser,4:28.050
27,4,Duane Carter,Deidt Offenhauser,4:29.160
16,5,Mauri  Rose,Deidt Offenhauser,4:29.820
98,6,Troy Ruttman,Kurtis Kraft Offenhauser,4:32.080
83,7,Mike Nazaruk,Kurtis Kraft Offenhauser,4:32.350
3,8,Johnnie  Parsons,Kurtis Kraft Offenhauser,4:32.410
5,9,Tony  Bettenhausen,Deidt Offenhauser,4:32.830
4,10,Cecil  Green,Kurtis Kraft Offenhauser,4:32.950
59,11,Fred Agabashian,Kurtis Kraft Offenhauser,4:26.610
25,12,Sam Hanks,Kurtis Kraft Offenhauser,4:30.680
44,13,Walt Brown,Kurtis Kraft Offenhauser,4:32.920
2,14,Walt  Faulkner,Kurtis Kraft Offenhauser,4:23.020
73,15,Carl Scarborough,Kurtis Kraft Offenhauser,4:25.460
10,16,Bill Schindler,Kurtis Kraft Offenhauser,4:28.590
1,17,Henry Banks,Moore Offenhauser,4:28.860
23,18,Cliff Griffith,Kurtis Kraft Offenhauser,4:28.980
8,19,Chuck  Stevenson,Marchese Offenhauser,4:29.310
81,20,Bill  Vukovich ,Trevis Offenhauser,4:29.210
22,21,George Connor,Moore Offenhauser,4:29.960
69,22,Gene Force,Kurtis Kraft Offenhauser,4:30.470
19,23,Mack Hellings,Deidt Offenhauser,4:30.830
68,24,Carl Forberg,Kurtis Kraft Offenhauser,4:30.900
48,25,Rodger Ward,Bromme Offenhauser,4:26.930
12,26,Johnny McDowell,Maserati-Offenhauser,4:31.750
76,27,Jimmy Davies,Pawl Offenhauser,4:29.630
32,28,Chet  Miller,Kurtis Kraft Novi,4:25.100
52,29,Bobby Ball,Schroeder Offenhauser,4:28.460
26,30,Joe James,Watson Offenhauser,4:28.820
57,31,Andy Linden,Sherman Offenhauser,4:32.260
6,32,Duke Dinsmore,Kurtis Kraft Offenhauser,4:32.780
71,33,Bill  Mackey,Hall Offenhauser,4:33.820
