,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:47.947,15
4,2,Lewis Hamilton,McLaren Mercedes,+0.325s,15
5,3,Fernando Alonso,Ferrari,+0.676s,11
12,4,Nico Hulkenberg,Force India Mercedes,+0.912s,16
9,5,Kimi Räikkönen,Lotus Renault,+0.918s,17
6,6,Felipe Massa,Ferrari,+1.511s,13
11,7,Paul di Resta,Force India Mercedes,+1.737s,15
8,8,Nico Rosberg,Mercedes,+1.752s,16
19,9,Bruno Senna,Williams Renault,+1.768s,14
7,10,Michael Schumacher,Mercedes,+2.034s,14
2,11,Mark Webber,Red Bull Racing Renault,+2.163s,12
3,12,Jenson Button,McLaren Mercedes,+2.577s,10
16,13,Daniel Ricciardo,STR Ferrari,+2.717s,16
14,14,Kamui Kobayashi,Sauber Ferrari,+2.830s,15
10,15,Romain Grosjean,Lotus Renault,+2.893s,15
18,16,Pastor Maldonado,Williams Renault,+3.065s,15
17,17,Jean-Eric Vergne,STR Ferrari,+3.112s,17
15,18,Sergio Perez,Sauber Ferrari,+3.325s,10
25,19,Charles Pic,Marussia Cosworth,+4.343s,16
21,20,Vitaly Petrov,Caterham Renault,+5.834s,12
20,21,Heikki Kovalainen,Caterham Renault,+6.379s,14
23,22,Narain Karthikeyan,HRT Cosworth,+6.474s,14
24,23,Timo Glock,Marussia Cosworth,+6.683s,9
22,24,Pedro de la Rosa,HRT Cosworth,+6.928s,14
