,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:48.340,27
3,2,Jenson Button,McLaren Mercedes,+0.311s,24
5,3,Fernando Alonso,Ferrari,+0.556s,26
2,4,Mark Webber,Red Bull Racing Renault,+0.624s,26
4,5,Lewis Hamilton,McLaren Mercedes,+0.746s,28
11,6,Paul di Resta,Force India Mercedes,+0.960s,30
12,7,Nico Hulkenberg,Force India Mercedes,+0.999s,32
8,8,Nico Rosberg,Mercedes,+1.450s,32
6,9,Felipe Massa,Ferrari,+1.699s,28
10,10,Romain Grosjean,Lotus Renault,+1.821s,24
7,11,Michael Schumacher,Mercedes,+1.923s,23
9,12,Kimi Räikkönen,Lotus Renault,+2.005s,24
18,13,Pastor Maldonado,Williams Renault,+2.296s,32
16,14,Daniel Ricciardo,STR Ferrari,+2.451s,26
15,15,Sergio Perez,Sauber Ferrari,+2.782s,28
14,16,Kamui Kobayashi,Sauber Ferrari,+3.110s,21
19,17,Bruno Senna,Williams Renault,+3.112s,11
17,18,Jean-Eric Vergne,STR Ferrari,+3.669s,31
24,19,Timo Glock,Marussia Cosworth,+3.878s,29
20,20,Heikki Kovalainen,Caterham Renault,+4.236s,27
25,21,Charles Pic,Marussia Cosworth,+4.523s,27
21,22,Vitaly Petrov,Caterham Renault,+4.596s,26
22,23,Pedro de la Rosa,HRT Cosworth,+6.108s,26
23,24,Narain Karthikeyan,HRT Cosworth,+6.174s,30
