,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,59,2:00:26.144,25
3,2,Jenson Button,McLaren Mercedes,59,+8.959s,18
5,3,Fernando Alonso,Ferrari,59,+15.227s,15
11,4,Paul di Resta,Force India Mercedes,59,+19.063s,12
8,5,Nico Rosberg,Mercedes,59,+34.784s,10
9,6,Kimi Räikkönen,Lotus Renault,59,+35.759s,8
10,7,Romain Grosjean,Lotus Renault,59,+36.698s,6
6,8,Felipe Massa,Ferrari,59,+42.829s,4
16,9,Daniel Ricciardo,STR Ferrari,59,+45.820s,2
15,10,Sergio Perez,Sauber Ferrari,59,+50.619s,1
2,11,Mark Webber,Red Bull Racing Renault,59,+67.175s,0
24,12,Timo Glock,Marussia Cosworth,59,+91.918s,0
14,13,Kamui Kobayashi,Sauber Ferrari,59,+97.141s,0
12,14,Nico Hulkenberg,Force India Mercedes,59,+99.413s,0
20,15,Heikki Kovalainen,Caterham Renault,59,+107.967s,0
25,16,Charles Pic,Marussia Cosworth,59,+132.925s,0
22,17,Pedro de la Rosa,HRT Cosworth,58,+1 lap,0
19,18,Bruno Senna,Williams Renault,57,DNF,0
21,19,Vitaly Petrov,Caterham Renault,57,+2 laps,0
17,NC,Jean-Eric Vergne,STR Ferrari,38,DNF,0
7,NC,Michael Schumacher,Mercedes,38,DNF,0
18,NC,Pastor Maldonado,Williams Renault,36,DNF,0
23,NC,Narain Karthikeyan,HRT Cosworth,30,DNF,0
4,NC,Lewis Hamilton,McLaren Mercedes,22,DNF,0
