,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:48.285,1:46.665,1:46.362,14
18,2,Pastor Maldonado,Williams Renault,1:49.494,1:47.602,1:46.804,17
1,3,Sebastian Vettel,Red Bull Racing Renault,1:48.240,1:46.791,1:46.905,14
3,4,Jenson Button,McLaren Mercedes,1:49.381,1:47.661,1:46.939,15
5,5,Fernando Alonso,Ferrari,1:49.391,1:47.567,1:47.216,14
11,6,Paul di Resta,Force India Mercedes,1:48.028,1:47.667,1:47.241,18
2,7,Mark Webber,Red Bull Racing Renault,1:48.717,1:47.513,1:47.475,17
10,8,Romain Grosjean,Lotus Renault,1:47.688,1:47.529,1:47.788,16
7,9,Michael Schumacher,Mercedes,1:49.546,1:47.823,DNF,14
8,10,Nico Rosberg,Mercedes,1:49.463,1:47.943,DNF,13
12,11,Nico Hulkenberg,Force India Mercedes,1:49.547,1:47.975,,12
9,12,Kimi Räikkönen,Lotus Renault,1:48.169,1:48.261,,14
6,13,Felipe Massa,Ferrari,1:49.767,1:48.344,,12
15,14,Sergio Perez,Sauber Ferrari,1:49.055,1:48.505,,14
16,15,Daniel Ricciardo,STR Ferrari,1:49.023,1:48.774,,13
17,16,Jean-Eric Vergne,STR Ferrari,1:49.564,1:48.849,,14
19,17,Bruno Senna,Williams Renault,1:49.809,DNF,,10
14,18,Kamui Kobayashi,Sauber Ferrari,1:49.933,,,8
21,19,Vitaly Petrov,Caterham Renault,1:50.846,,,6
20,20,Heikki Kovalainen,Caterham Renault,1:51.137,,,6
24,21,Timo Glock,Marussia Cosworth,1:51.370,,,8
25,22,Charles Pic,Marussia Cosworth,1:51.762,,,8
23,23,Narain Karthikeyan,HRT Cosworth,1:52.372,,,7
22,24,Pedro de la Rosa,HRT Cosworth,1:53.355,,,7
