,Position,Driver,Car,Time
18,1,Juan Manuel Fangio,Mercedes-Benz,2:29.400
20,2,Karl Kling,Mercedes-Benz,2:30.400
10,3,Alberto Ascari,Maserati,2:30.500
2,4,Jose Froilan Gonzalez,Ferrari,2:30.600
12,5,Onofre Marimon,Maserati,2:31.600
46,6,Prince Bira,Maserati,2:35.100
22,7,Hans  Herrmann,Mercedes-Benz,2:35.300
6,8,Mike Hawthorn,Ferrari,2:35.600
4,9,Maurice  Trintignant,Maserati,2:36.100
44,10,Roy Salvadori,Maserati,2:36.300
16,11,Roberto Mieres,Maserati,2:38.700
34,12,Robert  Manzon,Maserati,2:42.000
36,13,Louis  Rosier,Maserati,2:42.100
14,14,Luigi  Villoresi,Maserati,2:42.700
32,15,Lance Macklin,HWM Alta,2:52.500
42,16,Ken  Wharton,Maserati,3:09.300
24,17,Jean Behra,Gordini,
26,18,Jacques  Pollet,Gordini,
28,19,Paul Frere,Gordini,
30,20,Georges Berger,Gordini,
48,21,Harry Schell,Maserati,
