,Position,Driver,Car,Time
16,1,Nino Farina,Ferrari,1:50.000
15,2,Alberto Ascari,Ferrari,1:50.000
17,3,Piero  Taruffi,Ferrari,1:53.000
24,4,Robert  Manzon,Gordini,1:55.000
4,5,Ken  Downing,Connaught Lea Francis,1:56.000
8,6,Reg  Parnell,,1:56.000
9,7,Mike Hawthorn,Cooper Bristol,1:56.000
6,8,Dennis Poore,Connaught Lea Francis,1:56.000
5,9,Eric Thompson,Connaught Lea Francis,1:57.000
26,10,Prince Bira,Gordini,1:57.000
30,11,Duncan  Hamilton ,HWM Alta,1:57.000
1,12,Graham Whitehead,,1:58.000
11,13,Alan Brown,Cooper Bristol,1:58.000
29,14,Peter Collins,HWM Alta,1:58.000
19,15,Rudi  Fischer ,Ferrari,1:58.000
12,16,Stirling Moss,ERA Bristol,1:59.000
3,17,Kenneth McAlpine,Connaught Lea Francis,2:00.000
10,18,Eric  Brandon,Cooper Bristol,2:00.000
14,19,Roy Salvadori,Ferrari,2:00.000
21,20,Peter  Whitehead,Ferrari,2:00.000
25,21,Maurice  Trintignant,Gordini,2:00.000
7,22,David  Murray,,2:02.000
27,23,Johnny Claes,Simca-Gordini,2:02.000
20,24,Peter Hirt,Ferrari,2:03.000
23,25,Tony Crook,Frazer Nash Bristol,2:03.000
28,26,Tony Gaze,HWM Alta,2:05.000
35,27,Eitel Cantoni,Maserati,2:06.000
34,28,Gino Bianco,Maserati,2:07.000
31,29,Lance Macklin,HWM Alta,2:08.000
32,31,Toulo de Graffenried,Maserati Plate,
33,32,Harry Schell,Maserati Plate,
