,Position,Driver,Car,Time
22,1,Lewis Hamilton,McLaren Mercedes,1:36.303
1,2,Kimi Räikkönen,Ferrari,1:36.645
2,3,Felipe Massa,Ferrari,1:36.889
5,4,Fernando Alonso,Renault,1:36.927
23,5,Heikki Kovalainen,McLaren Mercedes,1:36.930
15,6,Sebastian Vettel,STR Ferrari,1:37.685
11,7,Jarno Trulli,Toyota,1:37.934
14,8,Sebastien Bourdais,STR Ferrari,1:38.885
3,9,Nick Heidfeld,Sauber BMW,1:37.201
6,10,Nelson Piquet,Renault,1:35.722
4,11,Robert Kubica,Sauber BMW,1:35.814
12,12,Timo Glock,Toyota,1:35.937
17,13,Rubens Barrichello,Honda,1:36.079
7,14,Nico Rosberg,Williams Toyota,1:36.210
9,15,David Coulthard,Red Bull Renault,1:36.731
10,16,Mark Webber,Red Bull Renault,1:37.083
8,17,Kazuki Nakajima,Williams Toyota,1:36.863
16,18,Jenson Button,Honda,1:37.053
20,19,Adrian Sutil,Force India Ferrari,1:37.730
21,20,Giancarlo Fisichella,Force India Ferrari,1:37.739
