,Position,Driver,Car,Q1,Q2,Q3,Laps
22,1,Lewis Hamilton,McLaren Mercedes,1:35.566,1:34.947,1:36.303,15
1,2,Kimi Räikkönen,Ferrari,1:35.983,1:35.355,1:36.645,15
2,3,Felipe Massa,Ferrari,1:35.971,1:35.135,1:36.889,16
5,4,Fernando Alonso,Renault,1:35.769,1:35.461,1:36.927,18
23,5,Heikki Kovalainen,McLaren Mercedes,1:35.623,1:35.216,1:36.930,16
10,6,Mark Webber,Red Bull Renault,1:36.238,1:35.686,1:37.083,19
3,7,Nick Heidfeld,Sauber BMW,1:36.224,1:35.403,1:37.201,17
15,8,Sebastian Vettel,STR Ferrari,1:35.752,1:35.386,1:37.685,16
11,9,Jarno Trulli,Toyota,1:36.104,1:35.715,1:37.934,19
14,10,Sebastien Bourdais,STR Ferrari,1:36.239,1:35.478,1:38.885,18
6,11,Nelson Piquet,Renault,1:36.029,1:35.722,,12
4,12,Robert Kubica,Sauber BMW,1:36.503,1:35.814,,14
12,13,Timo Glock,Toyota,1:36.210,1:35.937,,16
17,14,Rubens Barrichello,Honda,1:36.640,1:36.079,,15
7,15,Nico Rosberg,Williams Toyota,1:36.434,1:36.210,,15
9,16,David Coulthard,Red Bull Renault,1:36.731,,,7
8,17,Kazuki Nakajima,Williams Toyota,1:36.863,,,9
16,18,Jenson Button,Honda,1:37.053,,,9
20,19,Adrian Sutil,Force India Ferrari,1:37.730,,,9
21,20,Giancarlo Fisichella,Force India Ferrari,1:37.739,,,9
