,Position,Driver,Car,Time / Gap,Laps
22,1,Lewis Hamilton,McLaren Mercedes,1:35.630,23
2,2,Felipe Massa,Ferrari,+0.390s,24
1,3,Kimi Räikkönen,Ferrari,+0.422s,23
23,4,Heikki Kovalainen,McLaren Mercedes,+0.473s,21
4,5,Robert Kubica,Sauber BMW,+0.877s,25
5,6,Fernando Alonso,Renault,+1.031s,25
3,7,Nick Heidfeld,Sauber BMW,+1.410s,23
14,8,Sebastien Bourdais,STR Ferrari,+1.440s,32
6,9,Nelson Piquet,Renault,+1.550s,30
15,10,Sebastian Vettel,STR Ferrari,+1.648s,25
10,11,Mark Webber,Red Bull Renault,+1.861s,26
16,12,Jenson Button,Honda,+1.989s,25
8,13,Kazuki Nakajima,Williams Toyota,+2.000s,23
9,14,David Coulthard,Red Bull Renault,+2.008s,22
7,15,Nico Rosberg,Williams Toyota,+2.008s,26
12,16,Timo Glock,Toyota,+2.034s,29
17,17,Rubens Barrichello,Honda,+2.197s,28
11,18,Jarno Trulli,Toyota,+2.589s,24
20,19,Adrian Sutil,Force India Ferrari,+2.655s,25
21,20,Giancarlo Fisichella,Force India Ferrari,+2.849s,26
