,Position,Driver,Car,Lap,Time,Avg Speed
22,1,Lewis Hamilton,McLaren Mercedes,13,1:36.325,203.722
1,2,Kimi Räikkönen,Ferrari,14,1:36.483,203.389
3,3,Nick Heidfeld,Sauber BMW,56,1:36.498,203.357
2,4,Felipe Massa,Ferrari,36,1:36.591,203.161
5,5,Fernando Alonso,Renault,56,1:36.659,203.018
12,6,Timo Glock,Toyota,56,1:36.727,202.876
4,7,Robert Kubica,Sauber BMW,56,1:36.854,202.610
6,8,Nelson Piquet,Renault,56,1:36.996,202.313
15,9,Sebastian Vettel,STR Ferrari,55,1:37.212,201.863
7,10,Nico Rosberg,Williams Toyota,38,1:37.246,201.793
23,11,Heikki Kovalainen,McLaren Mercedes,32,1:37.302,201.677
14,12,Sebastien Bourdais,STR Ferrari,36,1:37.452,201.366
10,13,Mark Webber,Red Bull Renault,10,1:37.680,200.896
9,14,David Coulthard,Red Bull Renault,27,1:37.753,200.746
16,15,Jenson Button,Honda,54,1:37.773,200.705
17,16,Rubens Barrichello,Honda,56,1:37.845,200.558
8,17,Kazuki Nakajima,Williams Toyota,54,1:38.019,200.202
21,18,Giancarlo Fisichella,Force India Ferrari,54,1:38.372,199.483
20,19,Adrian Sutil,Force India Ferrari,13,1:39.683,196.860
11,20,Jarno Trulli,Toyota,2,2:39.612,122.945
