,Position,Driver,Car,Laps,Time,Points
22,1,Lewis Hamilton,McLaren Mercedes,56,1:31:57.403,10
2,2,Felipe Massa,Ferrari,56,+14.925s,8
1,3,Kimi Räikkönen,Ferrari,56,+16.445s,6
5,4,Fernando Alonso,Renault,56,+18.370s,5
3,5,Nick Heidfeld,Sauber BMW,56,+28.923s,4
4,6,Robert Kubica,Sauber BMW,56,+33.219s,3
12,7,Timo Glock,Toyota,56,+41.722s,2
6,8,Nelson Piquet,Renault,56,+56.645s,1
15,9,Sebastian Vettel,STR Ferrari,56,+64.339s,0
9,10,David Coulthard,Red Bull Renault,56,+74.842s,0
17,11,Rubens Barrichello,Honda,56,+85.061s,0
8,12,Kazuki Nakajima,Williams Toyota,56,+90.847s,0
14,13,Sebastien Bourdais,STR Ferrari,56,+91.457s,0
10,14,Mark Webber,Red Bull Renault,56,+92.422s,0
7,15,Nico Rosberg,Williams Toyota,55,+1 lap,0
16,16,Jenson Button,Honda,55,+1 lap,0
21,17,Giancarlo Fisichella,Force India Ferrari,55,+1 lap,0
23,NC,Heikki Kovalainen,McLaren Mercedes,49,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,13,DNF,0
11,NC,Jarno Trulli,Toyota,2,DNF,0
