,Position,Driver,Car,Time
7,1,Dan Gurney,Porsche,8:47.200
11,2,Graham Hill,BRM,8:50.200
5,3,Jim Clark,Lotus Climax,8:51.200
14,4,John Surtees,Lola Climax,8:57.500
9,5,Bruce McLaren,Cooper Climax,9:00.700
8,6,Jo Bonnier,Porsche,9:04.000
12,7,Richie Ginther,BRM,9:05.900
18,8,Carel Godin de Beaufort ,Porsche,9:12.900
15,9,Roy Salvadori,Lola Climax,9:14.100
3,10,Ricardo  Rodriguez ,Ferrari,9:14.200
17,11,Maurice  Trintignant,Lotus Climax,9:19.000
1,12,Phil Hill,Ferrari,9:24.700
2,13,Giancarlo Baghetti,Ferrari,9:28.100
32,14,Heini  Walter ,Lotus BRM,9:30.000
26,15,Nino Vaccarella,Lotus Climax,9:33.800
25,16,Ian Burgess ,Cooper Climax,9:39.200
19,17,Jo Siffert,Lotus BRM,9:39.300
4,18,Lorenzo Bandini,Ferrari,9:39.700
27,19,Keith  Greene ,Gilby BRM,9:47.100
28,20,Heinz  Schiller ,Lotus BRM,9:51.900
20,21,Jackie  Lewis ,Cooper Climax,9:58.000
31,22,Bernard  Collomb ,Cooper Climax,10:09.700
10,23,Tony Maggs,Cooper Climax,10:21.200
16,24,Jack Brabham,Lotus Climax,10:21.600
21,25,Lucien Bianchi,Lotus Climax,10:40.700
6,26,Trevor  Taylor ,Lotus Climax,9:57.000
