,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,25,1:16.423,207.785
5,2,Fernando Alonso,Renault,5,1:16.502,207.571
10,3,Juan Pablo Montoya,McLaren Mercedes,24,1:16.656,207.154
3,4,Jenson Button,BAR Honda,18,1:17.408,205.141
6,5,Giancarlo Fisichella,Renault,18,1:17.511,204.868
14,6,David Coulthard,RBR Cosworth,39,1:17.611,204.605
1,7,Michael Schumacher,Ferrari,22,1:17.714,204.333
16,8,Jarno Trulli,Toyota,67,1:17.792,204.128
12,9,Felipe Massa,Sauber Petronas,11,1:17.805,204.094
11,10,Jacques Villeneuve,Sauber Petronas,17,1:17.841,204.000
4,11,Takuma Sato,BAR Honda,8,1:17.929,203.770
2,12,Rubens Barrichello,Ferrari,4,1:17.960,203.689
8,13,Nick Heidfeld,Williams BMW,36,1:18.102,203.318
17,14,Ralf Schumacher,Toyota,36,1:18.103,203.316
7,15,Mark Webber,Williams BMW,17,1:18.395,202.558
18,16,Tiago Monteiro,Jordan Toyota,32,1:20.004,198.485
19,17,Narain Karthikeyan,Jordan Toyota,9,1:20.156,198.108
21,18,Christijan Albers,Minardi Cosworth,8,1:21.077,195.858
20,19,Patrick Friesacher ,Minardi Cosworth,4,1:21.451,194.958
