,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,70,1:31:22.233,10
9,2,Kimi Räikkönen,McLaren Mercedes,70,+11.805s,8
1,3,Michael Schumacher,Ferrari,70,+81.914s,6
3,4,Jenson Button,BAR Honda,69,+1 lap,5
16,5,Jarno Trulli,Toyota,69,+1 lap,4
6,6,Giancarlo Fisichella,Renault,69,+1 lap,3
17,7,Ralf Schumacher,Toyota,69,+1 lap,2
11,8,Jacques Villeneuve,Sauber Petronas,69,+1 lap,1
2,9,Rubens Barrichello,Ferrari,69,+1 lap,0
14,10,David Coulthard,RBR Cosworth,69,+1 lap,0
4,11,Takuma Sato,BAR Honda,69,+1 lap,0
7,12,Mark Webber,Williams BMW,68,+2 laps,0
18,13,Tiago Monteiro,Jordan Toyota,67,+3 laps,0
8,14,Nick Heidfeld,Williams BMW,66,+4 laps,0
19,15,Narain Karthikeyan,Jordan Toyota,66,+4 laps,0
10,NC,Juan Pablo Montoya,McLaren Mercedes,46,DNF,0
21,NC,Christijan Albers,Minardi Cosworth,37,DNF,0
20,NC,Patrick Friesacher ,Minardi Cosworth,33,DNF,0
12,NC,Felipe Massa,Sauber Petronas,30,DNF,0
15,NC,Christian Klien,RBR Cosworth,1,DNF,0
