,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Mark Webber,RBR Renault,1:15.035,1:14.462,1:13.826,25
11,2,Robert Kubica,Renault,1:15.045,1:14.549,1:14.120,28
5,3,Sebastian Vettel,RBR Renault,1:15.110,1:14.568,1:14.227,23
7,4,Felipe Massa,Ferrari,1:14.757,1:14.405,1:14.283,23
2,5,Lewis Hamilton,McLaren Mercedes,1:15.676,1:14.527,1:14.432,31
4,6,Nico Rosberg,Mercedes,1:15.188,1:14.375,1:14.544,18
3,7,Michael Schumacher,Mercedes,1:15.649,1:14.691,1:14.590,23
1,8,Jenson Button,McLaren Mercedes,1:15.623,1:15.150,1:14.637,28
9,9,Rubens Barrichello,Williams Cosworth,1:15.590,1:15.083,1:14.901,29
15,10,Vitantonio Liuzzi,Force India Mercedes,1:15.397,1:15.061,1:15.170,27
10,11,Nico Hulkenberg,Williams Cosworth,1:16.030,1:15.317,,19
14,12,Adrian Sutil,Force India Mercedes,1:15.445,1:15.318,,18
16,13,Sebastien Buemi,STR Ferrari,1:15.961,1:15.413,,21
12,14,Vitaly Petrov,Renault,1:15.482,1:15.576,,19
22,15,Pedro de la Rosa,Sauber Ferrari,1:15.908,1:15.692,,20
23,16,Kamui Kobayashi,Sauber Ferrari,1:16.175,1:15.992,,21
17,17,Jaime Alguersuari,STR Ferrari,1:16.021,1:16.176,,20
19,18,Heikki Kovalainen,Lotus Cosworth,1:17.094,,,11
18,19,Jarno Trulli,Lotus Cosworth,1:17.134,,,12
24,20,Timo Glock,Virgin Cosworth,1:17.377,,,12
25,21,Lucas di Grassi,Virgin Cosworth,1:17.864,,,12
21,22,Bruno Senna,HRT Cosworth,1:18.509,,,12
20,23,Karun Chandhok,HRT Cosworth,1:19.559,,,14
