,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:23.073,17
5,2,Damon Hill,Williams Renault,+0.089s,18
1,3,Michael Schumacher,Benetton Renault,+0.158s,18
6,4,David Coulthard,Williams Renault,+0.761s,9
28,5,Gerhard Berger,Ferrari,+1.006s,17
27,6,Jean Alesi,Ferrari,+1.467s,18
15,7,Eddie Irvine,Jordan Peugeot,+1.571s,19
14,8,Rubens Barrichello,Jordan Peugeot,+1.584s,17
30,9,Heinz-Harald Frentzen,Sauber Ford,+1.830s,19
2,10,Johnny Herbert,Benetton Renault,+1.860s,22
26,11,Olivier Panis,Ligier Mugen Honda,+2.357s,21
9,12,Massimiliano Papis,Footwork Hart,+2.664s,21
7,13,Mark Blundell,McLaren Mercedes,+2.992s,14
3,14,Ukyo Katayama,Tyrrell Yamaha,+3.018s,23
25,15,Martin Brundle,Ligier Mugen Honda,+3.023s,19
4,16,Mika Salo,Tyrrell Yamaha,+3.283s,19
29,17,Jean-Christophe Boullion,Sauber Ford,+3.600s,17
17,18,Andrea Montermini,Pacific Ilmor,+4.738s,17
23,19,Pedro Lamy,Minardi Ford,+4.755s,22
24,20,Luca Badoer,Minardi Ford,+4.797s,19
10,21,Taki Inoue,Footwork Hart,+4.881s,20
21,22,Pedro Diniz,Forti Ford,+6.380s,22
22,23,Roberto Moreno,Forti Ford,+7.380s,22
16,24,Jean-Denis Deletraz,Pacific Ilmor,+13.732s,13
